"","id","location","core_assisted","machine","tul"
"5561",1714,18,"assisted","B7",125
"5562",1714,18,"assisted","D5",130
"5563",1714,18,"assisted","D7",133
"5564",1714,18,"assisted","F2.1",119
"5565",957,22,"core","A3",88
"5566",957,22,"core","B1",131
"5567",957,22,"core","B7",157
"5568",957,22,"core","C3",131
"5569",957,22,"core","C7",154
"5570",957,22,"core","F2.1",114
"5571",281,6,"assisted","A3",130
"5572",281,6,"assisted","B1",146
"5573",281,6,"assisted","B6",121
"5574",281,6,"assisted","B7",101
"5575",281,6,"assisted","C3",119
"5576",281,6,"assisted","C7",122
"5577",281,6,"assisted","F2.1",120
"5578",520,16,"assisted","A3",122
"5579",520,16,"assisted","B1",120
"5580",520,16,"assisted","B6",128
"5581",520,16,"assisted","B7",136
"5582",520,16,"assisted","C7",121
"5583",520,16,"assisted","D6",124
"5584",520,16,"assisted","F2.1",122
"5585",597,24,"assisted","A2",121
"5586",597,24,"assisted","A3",90
"5587",597,24,"assisted","B6",135
"5588",597,24,"assisted","C7",130
"5589",597,24,"assisted","D6",113
"5590",597,24,"assisted","F2.1",134
"5591",586,27,"assisted","A1",94
"5592",586,27,"assisted","A3",106
"5593",586,27,"assisted","B1",126
"5594",586,27,"assisted","B6",120
"5595",586,27,"assisted","B7",108
"5596",586,27,"assisted","C7",137
"5597",586,27,"assisted","D6",107
"5598",586,27,"assisted","F2.1",97
"5599",36,8,"assisted","A3",133
"5600",36,8,"assisted","B1",119
"5601",36,8,"assisted","B7",136
"5602",36,8,"assisted","C3",90
"5603",36,8,"assisted","C7",113
"5604",36,8,"assisted","D6",92
"5605",36,8,"assisted","F2.1",84
"5606",1022,15,"assisted","A3",124
"5607",1022,15,"assisted","B1",120
"5608",1022,15,"assisted","B6",122
"5609",1022,15,"assisted","B7",137
"5610",1022,15,"assisted","C7",120
"5611",1475,23,"core","A3",113
"5612",1475,23,"core","B6",134
"5613",1475,23,"core","B7",111
"5614",1475,23,"core","D6",122
"5615",1475,23,"core","F2.1",122
"5616",269,6,"core","A3",110
"5617",269,6,"core","B1",82
"5618",269,6,"core","B6",133
"5619",269,6,"core","B7",107
"5620",269,6,"core","C3",131
"5621",269,6,"core","C7",114
"5622",269,6,"core","D6",121
"5623",269,6,"core","F2.1",85
"5624",1425,8,"core","A1",122
"5625",1425,8,"core","A3",99
"5626",1425,8,"core","B6",129
"5627",1425,8,"core","C7",133
"5628",1425,8,"core","D6",110
"5629",1425,8,"core","F2.1",106
"5630",1281,9,"assisted","A3",115
"5631",1281,9,"assisted","B6",127
"5632",1281,9,"assisted","C7",111
"5633",1281,9,"assisted","D6",103
"5634",1281,9,"assisted","F2",121
"5635",845,14,"core","A3",103
"5636",845,14,"core","B1",132
"5637",845,14,"core","B6",158
"5638",845,14,"core","B7",151
"5639",845,14,"core","C7",154
"5640",845,14,"core","D6",151
"5641",845,14,"core","F2.1",150
"5642",1319,12,"core","A1",131
"5643",1319,12,"core","A3",124
"5644",1319,12,"core","B6",126
"5645",1319,12,"core","C3",131
"5646",1319,12,"core","C7",141
"5647",1319,12,"core","D7",120
"5648",1319,12,"core","F2.1",102
"5649",1319,12,"core","K2",71
"5650",546,8,"core","A1",136
"5651",546,8,"core","A3",131
"5652",546,8,"core","B6",161
"5653",546,8,"core","D6",134
"5654",546,8,"core","F2.1",159
"5655",1635,14,"assisted","A3",158
"5656",1635,14,"assisted","B1",130
"5657",1635,14,"assisted","B6",170
"5658",1635,14,"assisted","C3",112
"5659",1635,14,"assisted","D7",129
"5660",1635,14,"assisted","F2.1",138
"5661",687,13,"assisted","A3",109
"5662",687,13,"assisted","B1",84
"5663",687,13,"assisted","B6",110
"5664",687,13,"assisted","B7",123
"5665",687,13,"assisted","C7",101
"5666",687,13,"assisted","F2.1",113
"5667",1068,24,"core","A3",118
"5668",1068,24,"core","B1",64
"5669",1068,24,"core","B6",96
"5670",1068,24,"core","C7",147
"5671",1068,24,"core","D6",144
"5672",1068,24,"core","F2.1",92
"5673",932,22,"core","B1",80
"5674",932,22,"core","B7",124
"5675",932,22,"core","C7",127
"5676",932,22,"core","F2.1",120
"5677",589,16,"assisted","A1",123
"5678",589,16,"assisted","A3",120
"5679",589,16,"assisted","B1",118
"5680",589,16,"assisted","B6",117
"5681",589,16,"assisted","C7",120
"5682",589,16,"assisted","D6",128
"5683",589,16,"assisted","F2.1",120
"5684",1003,10,"core","A3",124
"5685",1003,10,"core","B1",120
"5686",1003,10,"core","B6",120
"5687",1003,10,"core","B7",121
"5688",1003,10,"core","C3",127
"5689",1003,10,"core","C7",128
"5690",1003,10,"core","D6",132
"5691",1003,10,"core","D7",125
"5692",1003,10,"core","F2.1",117
"5693",1568,13,"assisted","A3",95
"5694",1568,13,"assisted","B1",119
"5695",1568,13,"assisted","B6",122
"5696",1568,13,"assisted","C3",132
"5697",1568,13,"assisted","C7",126
"5698",1568,13,"assisted","F2.1",99
"5699",796,10,"core","A3",98
"5700",796,10,"core","B1",92
"5701",796,10,"core","B6",109
"5702",796,10,"core","C7",109
"5703",796,10,"core","D5",130
"5704",796,10,"core","F2.1",101
"5705",1326,26,"assisted","A3",131
"5706",1326,26,"assisted","B1",159
"5707",1326,26,"assisted","B6",140
"5708",1326,26,"assisted","B7",130
"5709",1326,26,"assisted","C7",138
"5710",1326,26,"assisted","D7",151
"5711",1326,26,"assisted","F2.1",144
"5712",1210,24,"assisted","A3",131
"5713",1210,24,"assisted","B1",117
"5714",1210,24,"assisted","B6",118
"5715",1210,24,"assisted","B7",117
"5716",1210,24,"assisted","C3",110
"5717",1210,24,"assisted","C7",116
"5718",1210,24,"assisted","D6",102
"5719",1210,24,"assisted","F2",103
"5720",1210,24,"assisted","F2.1",97
"5721",1192,22,"core","A3",125
"5722",1192,22,"core","B6",130
"5723",1192,22,"core","C7",124
"5724",1192,22,"core","D6",126
"5725",1192,22,"core","F2.1",116
"5726",534,10,"core","A2",126
"5727",534,10,"core","A3",83
"5728",534,10,"core","B1",116
"5729",534,10,"core","B7",125
"5730",534,10,"core","C3",128
"5731",534,10,"core","C7",134
"5732",534,10,"core","D6",119
"5733",534,10,"core","F2.1",126
"5734",1096,26,"assisted","A3",157
"5735",1096,26,"assisted","B1",103
"5736",1096,26,"assisted","B6",111
"5737",1096,26,"assisted","B7",106
"5738",1096,26,"assisted","C7",121
"5739",1096,26,"assisted","D7",91
"5740",1096,26,"assisted","F2.1",83
"5741",911,18,"core","A3",160
"5742",911,18,"core","B1",134
"5743",911,18,"core","B7",136
"5744",911,18,"core","C7",123
"5745",911,18,"core","D6",125
"5746",911,18,"core","F2.1",120
"5747",223,20,"core","A3",139
"5748",223,20,"core","B1",131
"5749",223,20,"core","B6",126
"5750",223,20,"core","B7",121
"5751",223,20,"core","C7",131
"5752",223,20,"core","F2.1",137
"5753",558,11,"assisted","A3",121
"5754",558,11,"assisted","B1",126
"5755",558,11,"assisted","C7",127
"5756",558,11,"assisted","D6",135
"5757",558,11,"assisted","F2",143
"5758",579,24,"core","A1",169
"5759",579,24,"core","A3",166
"5760",579,24,"core","B6",161
"5761",579,24,"core","C7",167
"5762",579,24,"core","D6",159
"5763",579,24,"core","D7",164
"5764",579,24,"core","F2",147
"5765",579,24,"core","K2",117
"5766",1042,7,"assisted","A3",147
"5767",1042,7,"assisted","B1",110
"5768",1042,7,"assisted","C7",160
"5769",1042,7,"assisted","D6",120
"5770",1042,7,"assisted","F2.1",158
"5771",661,23,"core","A1",127
"5772",661,23,"core","A3",78
"5773",661,23,"core","B1",126
"5774",661,23,"core","C3",105
"5775",661,23,"core","F2.1",105
"5776",1677,10,"assisted","A1",124
"5777",1677,10,"assisted","A3",123
"5778",1677,10,"assisted","B1",110
"5779",1677,10,"assisted","B6",137
"5780",1677,10,"assisted","C3",129
"5781",1677,10,"assisted","C7",115
"5782",1677,10,"assisted","D6",114
"5783",1677,10,"assisted","F2.1",122
"5784",1677,10,"assisted","K2",128
"5785",334,10,"core","A1",128
"5786",334,10,"core","A3",98
"5787",334,10,"core","B6",128
"5788",334,10,"core","B7",124
"5789",334,10,"core","C7",128
"5790",334,10,"core","F2.1",126
"5791",1552,21,"assisted","A3",96
"5792",1552,21,"assisted","B1",126
"5793",1552,21,"assisted","B7",137
"5794",1552,21,"assisted","C7",121
"5795",1552,21,"assisted","D6",117
"5796",1552,21,"assisted","F2.1",116
"5797",584,15,"core","A1",154
"5798",584,15,"core","A3",122
"5799",584,15,"core","B1",127
"5800",584,15,"core","B6",126
"5801",584,15,"core","B7",132
"5802",584,15,"core","C3",134
"5803",584,15,"core","F2.1",122
"5804",717,6,"assisted","A3",157
"5805",717,6,"assisted","B6",126
"5806",717,6,"assisted","B7",132
"5807",717,6,"assisted","C3",179
"5808",717,6,"assisted","C7",102
"5809",717,6,"assisted","F2.1",109
"5810",467,10,"assisted","A3",84
"5811",467,10,"assisted","B1",90
"5812",467,10,"assisted","B6",107
"5813",467,10,"assisted","B7",137
"5814",467,10,"assisted","C3",152
"5815",467,10,"assisted","C7",124
"5816",467,10,"assisted","D6",124
"5817",467,10,"assisted","F2.1",96
"5818",1331,5,"assisted","A3",120
"5819",1331,5,"assisted","B1",90
"5820",1331,5,"assisted","B7",130
"5821",1331,5,"assisted","C7",140
"5822",1331,5,"assisted","F2",98
"5823",953,5,"core","A1",130
"5824",953,5,"core","A3",117
"5825",953,5,"core","B6",103
"5826",953,5,"core","C3",115
"5827",953,5,"core","C7",136
"5828",953,5,"core","D7",125
"5829",953,5,"core","F2.1",115
"5830",996,16,"core","A3",121
"5831",996,16,"core","B1",126
"5832",996,16,"core","B6",129
"5833",996,16,"core","B7",123
"5834",996,16,"core","C3",129
"5835",996,16,"core","C7",126
"5836",996,16,"core","D5",128
"5837",996,16,"core","F2.1",122
"5838",255,14,"assisted","A1",130
"5839",255,14,"assisted","A3",139
"5840",255,14,"assisted","B6",131
"5841",255,14,"assisted","B7",166
"5842",255,14,"assisted","C7",130
"5843",255,14,"assisted","D6",128
"5844",255,14,"assisted","F2.1",102
"5845",284,22,"core","A3",152
"5846",284,22,"core","B6",140
"5847",284,22,"core","B7",123
"5848",284,22,"core","C7",129
"5849",284,22,"core","D6",124
"5850",284,22,"core","F2.1",126
"5851",900,21,"assisted","A1",125
"5852",900,21,"assisted","A3",126
"5853",900,21,"assisted","B1",128
"5854",900,21,"assisted","B7",128
"5855",900,21,"assisted","C7",128
"5856",900,21,"assisted","D5",125
"5857",1470,16,"core","A3",140
"5858",1470,16,"core","B1",129
"5859",1470,16,"core","B6",148
"5860",1470,16,"core","B7",111
"5861",1470,16,"core","C3",123
"5862",1470,16,"core","C7",127
"5863",1470,16,"core","D7",128
"5864",1470,16,"core","F2.1",91
"5865",1419,9,"core","A3",122
"5866",1419,9,"core","B1",122
"5867",1419,9,"core","B6",124
"5868",1419,9,"core","B7",164
"5869",1419,9,"core","C7",127
"5870",1419,9,"core","F2.1",93
"5871",963,3,"assisted","A3",101
"5872",963,3,"assisted","B1",140
"5873",963,3,"assisted","B6",66
"5874",963,3,"assisted","C3",84
"5875",963,3,"assisted","D6",91
"5876",963,3,"assisted","F2.1",109
"5877",963,3,"assisted","K2",90
"5878",134,7,"core","A1",123
"5879",134,7,"core","A3",129
"5880",134,7,"core","C3",156
"5881",134,7,"core","C7",122
"5882",134,7,"core","D6",125
"5883",134,7,"core","D7",128
"5884",134,7,"core","F2.1",120
"5885",969,7,"core","A1",127
"5886",969,7,"core","A3",120
"5887",969,7,"core","B1",120
"5888",969,7,"core","B6",126
"5889",969,7,"core","B7",119
"5890",969,7,"core","C7",125
"5891",969,7,"core","D6",125
"5892",969,7,"core","F2.1",70
"5893",1000,3,"core","A3",120
"5894",1000,3,"core","B1",120
"5895",1000,3,"core","B6",120
"5896",1000,3,"core","B7",120
"5897",1000,3,"core","C7",120
"5898",1000,3,"core","D6",90
"5899",1000,3,"core","D7",120
"5900",669,4,"core","A3",128
"5901",669,4,"core","B1",125
"5902",669,4,"core","B6",130
"5903",669,4,"core","B7",127
"5904",669,4,"core","C3",126
"5905",669,4,"core","D6",134
"5906",669,4,"core","F2.1",125
"5907",675,7,"assisted","A3",147
"5908",675,7,"assisted","B1",124
"5909",675,7,"assisted","C7",125
"5910",675,7,"assisted","D6",128
"5911",675,7,"assisted","F2.1",129
"5912",1323,12,"assisted","A3",94
"5913",1323,12,"assisted","B1",106
"5914",1323,12,"assisted","B6",105
"5915",1323,12,"assisted","C3",113
"5916",1323,12,"assisted","C7",102
"5917",1323,12,"assisted","F2.1",106
"5918",1588,24,"assisted","A3",108
"5919",1588,24,"assisted","B6",122
"5920",1588,24,"assisted","D6",99
"5921",1588,24,"assisted","F2.1",179
"5922",989,21,"assisted","A3",114
"5923",989,21,"assisted","B1",120
"5924",989,21,"assisted","B6",144
"5925",989,21,"assisted","C7",144
"5926",989,21,"assisted","D5",80
"5927",989,21,"assisted","D7",108
"5928",1526,15,"core","A1",127
"5929",1526,15,"core","A3",123
"5930",1526,15,"core","B6",128
"5931",1526,15,"core","C3",122
"5932",1526,15,"core","C7",126
"5933",1526,15,"core","F2.1",74
"5934",1047,23,"core","A3",120
"5935",1047,23,"core","B1",101
"5936",1047,23,"core","B6",122
"5937",1047,23,"core","B7",123
"5938",1047,23,"core","C3",130
"5939",1047,23,"core","D6",127
"5940",1047,23,"core","F2.1",123
"5941",1110,15,"assisted","A3",123
"5942",1110,15,"assisted","B1",124
"5943",1110,15,"assisted","B6",128
"5944",1110,15,"assisted","C7",131
"5945",1110,15,"assisted","D6",126
"5946",1110,15,"assisted","F2.1",117
"5947",158,16,"assisted","A3",115
"5948",158,16,"assisted","B1",126
"5949",158,16,"assisted","B6",124
"5950",158,16,"assisted","B7",108
"5951",158,16,"assisted","C3",149
"5952",158,16,"assisted","C7",101
"5953",158,16,"assisted","D6",152
"5954",158,16,"assisted","F2.1",110
"5955",214,5,"assisted","A1",129
"5956",214,5,"assisted","A3",128
"5957",214,5,"assisted","B1",122
"5958",214,5,"assisted","B6",134
"5959",214,5,"assisted","C3",122
"5960",214,5,"assisted","D6",134
"5961",214,5,"assisted","F2",131
"5962",16,4,"assisted","A3",144
"5963",16,4,"assisted","B1",126
"5964",16,4,"assisted","B7",115
"5965",16,4,"assisted","C3",169
"5966",16,4,"assisted","C7",131
"5967",16,4,"assisted","D7",148
"5968",16,4,"assisted","F2.1",145
"5969",243,16,"assisted","A3",93
"5970",243,16,"assisted","B1",135
"5971",243,16,"assisted","B6",161
"5972",243,16,"assisted","C3",165
"5973",243,16,"assisted","C7",140
"5974",243,16,"assisted","F2.1",131
"5975",576,7,"assisted","A3",118
"5976",576,7,"assisted","B1",106
"5977",576,7,"assisted","B7",112
"5978",576,7,"assisted","C3",114
"5979",576,7,"assisted","C7",116
"5980",576,7,"assisted","D6",114
"5981",576,7,"assisted","F2",106
"5982",1650,10,"assisted","A1",132
"5983",1650,10,"assisted","A3",128
"5984",1650,10,"assisted","B1",118
"5985",1650,10,"assisted","C3",152
"5986",1650,10,"assisted","F2.1",139
"5987",163,14,"core","A2",124
"5988",163,14,"core","A3",121
"5989",163,14,"core","B1",120
"5990",163,14,"core","B6",123
"5991",163,14,"core","B7",124
"5992",163,14,"core","C3",125
"5993",163,14,"core","C7",132
"5994",163,14,"core","F2.1",102
"5995",608,12,"core","A1",174
"5996",608,12,"core","A3",136
"5997",608,12,"core","B6",127
"5998",608,12,"core","B7",178
"5999",608,12,"core","C7",125
"6000",608,12,"core","D5",95
"6001",608,12,"core","D7",116
"6002",608,12,"core","F2.1",114
"6003",897,22,"core","A3",111
"6004",897,22,"core","B1",101
"6005",897,22,"core","B6",127
"6006",897,22,"core","C3",127
"6007",897,22,"core","C7",127
"6008",897,22,"core","D6",103
"6009",897,22,"core","F2.1",113
"6010",1448,20,"core","A3",120
"6011",1448,20,"core","B1",123
"6012",1448,20,"core","B7",121
"6013",1448,20,"core","C7",123
"6014",1448,20,"core","D7",123
"6015",1448,20,"core","F2.1",125
"6016",1619,3,"assisted","A3",123
"6017",1619,3,"assisted","B6",110
"6018",1619,3,"assisted","B7",114
"6019",1619,3,"assisted","C7",103
"6020",1619,3,"assisted","F2.1",131
"6021",792,23,"core","A2",123
"6022",792,23,"core","A3",118
"6023",792,23,"core","B1",123
"6024",792,23,"core","B7",121
"6025",792,23,"core","C7",126
"6026",792,23,"core","D6",131
"6027",792,23,"core","F2.1",134
"6028",178,27,"assisted","A3",124
"6029",178,27,"assisted","B1",120
"6030",178,27,"assisted","B6",166
"6031",178,27,"assisted","B7",119
"6032",178,27,"assisted","C7",120
"6033",178,27,"assisted","D6",134
"6034",178,27,"assisted","F2.1",118
"6035",1367,21,"assisted","A3",113
"6036",1367,21,"assisted","B1",73
"6037",1367,21,"assisted","B6",118
"6038",1367,21,"assisted","C7",110
"6039",1027,15,"core","A3",146
"6040",1027,15,"core","C7",136
"6041",1027,15,"core","D6",121
"6042",1027,15,"core","F2",139
"6043",567,12,"core","A1",120
"6044",567,12,"core","A2",100
"6045",567,12,"core","A3",122
"6046",567,12,"core","B6",120
"6047",567,12,"core","B7",100
"6048",567,12,"core","C3",120
"6049",567,12,"core","C7",115
"6050",567,12,"core","F2",120
"6051",1452,12,"assisted","A1",130
"6052",1452,12,"assisted","A3",137
"6053",1452,12,"assisted","B1",151
"6054",1452,12,"assisted","B6",135
"6055",1452,12,"assisted","C3",163
"6056",1452,12,"assisted","C7",121
"6057",1452,12,"assisted","D6",147
"6058",1452,12,"assisted","F2",129
"6059",1452,12,"assisted","F2.1",138
"6060",427,12,"assisted","A3",140
"6061",427,12,"assisted","B1",121
"6062",427,12,"assisted","B6",131
"6063",427,12,"assisted","B7",134
"6064",427,12,"assisted","C3",120
"6065",427,12,"assisted","C7",125
"6066",427,12,"assisted","D6",148
"6067",427,12,"assisted","F2.1",125
"6068",1340,23,"core","A3",128
"6069",1340,23,"core","B1",123
"6070",1340,23,"core","B6",125
"6071",1340,23,"core","B7",89
"6072",1340,23,"core","C7",131
"6073",1340,23,"core","D6",124
"6074",1340,23,"core","D7",130
"6075",1340,23,"core","F2.1",130
"6076",306,22,"core","A3",126
"6077",306,22,"core","B1",122
"6078",306,22,"core","B6",122
"6079",306,22,"core","B7",122
"6080",306,22,"core","C3",134
"6081",306,22,"core","C7",132
"6082",306,22,"core","D5",120
"6083",208,26,"assisted","A3",130
"6084",208,26,"assisted","B1",100
"6085",208,26,"assisted","B6",105
"6086",208,26,"assisted","B7",95
"6087",208,26,"assisted","C3",93
"6088",208,26,"assisted","D7",96
"6089",208,26,"assisted","F2.1",99
"6090",846,11,"core","A3",122
"6091",846,11,"core","B1",108
"6092",846,11,"core","B6",97
"6093",846,11,"core","C3",106
"6094",846,11,"core","D6",101
"6095",846,11,"core","F2.1",90
"6096",377,23,"core","A2",90
"6097",377,23,"core","A3",164
"6098",377,23,"core","B1",145
"6099",377,23,"core","B6",135
"6100",377,23,"core","C7",148
"6101",377,23,"core","D6",143
"6102",1175,17,"core","A3",162
"6103",1175,17,"core","B1",126
"6104",1175,17,"core","B6",134
"6105",1175,17,"core","B7",138
"6106",1175,17,"core","C3",171
"6107",1175,17,"core","D6",120
"6108",1175,17,"core","F2.1",124
"6109",515,1,"core","A3",97
"6110",515,1,"core","B1",102
"6111",515,1,"core","B6",131
"6112",515,1,"core","D6",122
"6113",515,1,"core","F2.1",94
"6114",1384,16,"assisted","A3",157
"6115",1384,16,"assisted","B1",148
"6116",1384,16,"assisted","B7",151
"6117",1384,16,"assisted","C7",153
"6118",1384,16,"assisted","F2.1",128
"6119",45,18,"core","A3",81
"6120",45,18,"core","B6",126
"6121",45,18,"core","B7",92
"6122",45,18,"core","C7",125
"6123",45,18,"core","D6",105
"6124",45,18,"core","F2.1",132
"6125",419,7,"assisted","A3",162
"6126",419,7,"assisted","B1",128
"6127",419,7,"assisted","B6",145
"6128",419,7,"assisted","B7",146
"6129",419,7,"assisted","C3",137
"6130",419,7,"assisted","D5",127
"6131",419,7,"assisted","D6",118
"6132",419,7,"assisted","F2",124
"6133",380,6,"assisted","A3",123
"6134",380,6,"assisted","B1",98
"6135",380,6,"assisted","B6",128
"6136",380,6,"assisted","B7",103
"6137",380,6,"assisted","C7",103
"6138",380,6,"assisted","D6",92
"6139",380,6,"assisted","F2.1",91
"6140",282,10,"core","A1",125
"6141",282,10,"core","A3",121
"6142",282,10,"core","B6",125
"6143",282,10,"core","B7",120
"6144",282,10,"core","C3",125
"6145",282,10,"core","C7",123
"6146",282,10,"core","F2",124
"6147",1115,16,"assisted","A3",118
"6148",1115,16,"assisted","B1",123
"6149",1115,16,"assisted","B6",155
"6150",1115,16,"assisted","B7",150
"6151",1115,16,"assisted","C3",115
"6152",1115,16,"assisted","C7",141
"6153",1115,16,"assisted","D6",116
"6154",1115,16,"assisted","F2.1",120
"6155",161,13,"core","A3",131
"6156",161,13,"core","B1",117
"6157",161,13,"core","B6",105
"6158",161,13,"core","C7",75
"6159",161,13,"core","D6",73
"6160",161,13,"core","D7",78
"6161",1727,6,"assisted","A3",94
"6162",1727,6,"assisted","B1",141
"6163",1727,6,"assisted","B6",168
"6164",1727,6,"assisted","B7",145
"6165",1727,6,"assisted","F2.1",124
"6166",780,21,"core","A3",122
"6167",780,21,"core","B1",128
"6168",780,21,"core","B6",126
"6169",780,21,"core","B7",122
"6170",780,21,"core","C7",127
"6171",780,21,"core","D6",125
"6172",1090,26,"assisted","A3",121
"6173",1090,26,"assisted","B1",119
"6174",1090,26,"assisted","B6",132
"6175",1090,26,"assisted","B7",128
"6176",1090,26,"assisted","C3",120
"6177",1090,26,"assisted","C7",131
"6178",1090,26,"assisted","D6",130
"6179",1090,26,"assisted","F2.1",127
"6180",1649,6,"core","A3",130
"6181",1649,6,"core","B1",144
"6182",1649,6,"core","B7",160
"6183",1649,6,"core","C3",113
"6184",1649,6,"core","C7",91
"6185",1649,6,"core","D6",126
"6186",1649,6,"core","F2.1",151
"6187",1309,13,"assisted","A1",130
"6188",1309,13,"assisted","A3",94
"6189",1309,13,"assisted","B1",105
"6190",1309,13,"assisted","B6",120
"6191",1309,13,"assisted","C7",100
"6192",1309,13,"assisted","D6",84
"6193",1309,13,"assisted","F2.1",95
"6194",1063,2,"core","A3",135
"6195",1063,2,"core","B1",120
"6196",1063,2,"core","B6",137
"6197",1063,2,"core","C3",166
"6198",1063,2,"core","C7",130
"6199",1063,2,"core","D6",141
"6200",1063,2,"core","F2.1",127
"6201",1063,2,"core","K2",136
"6202",909,21,"assisted","A3",110
"6203",909,21,"assisted","B1",109
"6204",909,21,"assisted","B6",176
"6205",909,21,"assisted","B7",126
"6206",909,21,"assisted","C7",120
"6207",909,21,"assisted","F2.1",117
"6208",277,23,"assisted","A3",121
"6209",277,23,"assisted","B1",139
"6210",277,23,"assisted","B6",125
"6211",277,23,"assisted","B7",121
"6212",277,23,"assisted","C3",123
"6213",277,23,"assisted","C7",122
"6214",277,23,"assisted","D6",131
"6215",277,23,"assisted","F2.1",129
"6216",842,22,"core","A3",125
"6217",842,22,"core","B1",121
"6218",842,22,"core","B6",128
"6219",842,22,"core","B7",129
"6220",842,22,"core","C7",154
"6221",842,22,"core","F2.1",120
"6222",1164,7,"assisted","A3",126
"6223",1164,7,"assisted","B1",133
"6224",1164,7,"assisted","B7",127
"6225",1164,7,"assisted","D5",100
"6226",1164,7,"assisted","F2.1",117
"6227",1532,24,"assisted","A3",126
"6228",1532,24,"assisted","B1",117
"6229",1532,24,"assisted","B6",127
"6230",1532,24,"assisted","B7",131
"6231",1532,24,"assisted","C7",150
"6232",1532,24,"assisted","F2.1",102
"6233",697,6,"assisted","A3",123
"6234",697,6,"assisted","B1",125
"6235",697,6,"assisted","B6",123
"6236",697,6,"assisted","B7",110
"6237",697,6,"assisted","C3",136
"6238",697,6,"assisted","C7",124
"6239",697,6,"assisted","D6",139
"6240",697,6,"assisted","F2.1",124
"6241",216,11,"assisted","A3",106
"6242",216,11,"assisted","B1",120
"6243",216,11,"assisted","B6",122
"6244",216,11,"assisted","B7",119
"6245",216,11,"assisted","C3",134
"6246",216,11,"assisted","C7",110
"6247",216,11,"assisted","D6",121
"6248",216,11,"assisted","F2",133
"6249",923,23,"core","A3",122
"6250",923,23,"core","B1",119
"6251",923,23,"core","B6",121
"6252",923,23,"core","C3",124
"6253",923,23,"core","C7",124
"6254",923,23,"core","D7",119
"6255",923,23,"core","F2.1",127
"6256",1386,5,"core","A3",96
"6257",1386,5,"core","B6",121
"6258",1386,5,"core","C3",121
"6259",1386,5,"core","C7",123
"6260",1386,5,"core","D6",102
"6261",1386,5,"core","F2.1",99
"6262",1579,16,"assisted","A3",129
"6263",1579,16,"assisted","B1",120
"6264",1579,16,"assisted","C7",144
"6265",1579,16,"assisted","F2.1",110
"6266",1747,22,"core","A3",136
"6267",1747,22,"core","B6",124
"6268",1747,22,"core","C3",124
"6269",1747,22,"core","C7",120
"6270",1747,22,"core","D7",120
"6271",1747,22,"core","F2.1",94
"6272",372,5,"core","A3",100
"6273",372,5,"core","B1",122
"6274",372,5,"core","B7",120
"6275",372,5,"core","C3",134
"6276",372,5,"core","C7",127
"6277",372,5,"core","D5",135
"6278",372,5,"core","D7",114
"6279",372,5,"core","F2.1",80
"6280",1647,2,"assisted","A2",120
"6281",1647,2,"assisted","A3",125
"6282",1647,2,"assisted","B1",127
"6283",1647,2,"assisted","B6",141
"6284",1647,2,"assisted","B7",143
"6285",1647,2,"assisted","C7",113
"6286",1647,2,"assisted","D5",126
"6287",1647,2,"assisted","D6",120
"6288",1647,2,"assisted","F2.1",126
"6289",1132,17,"assisted","A3",121
"6290",1132,17,"assisted","B1",119
"6291",1132,17,"assisted","B6",127
"6292",1132,17,"assisted","C7",112
"6293",1132,17,"assisted","D6",113
"6294",1132,17,"assisted","F2.1",121
"6295",748,23,"assisted","A3",125
"6296",748,23,"assisted","B1",121
"6297",748,23,"assisted","B6",139
"6298",748,23,"assisted","B7",137
"6299",748,23,"assisted","C7",134
"6300",748,23,"assisted","D6",137
"6301",748,23,"assisted","F2.1",132
"6302",364,7,"assisted","A3",123
"6303",364,7,"assisted","B1",117
"6304",364,7,"assisted","B6",123
"6305",364,7,"assisted","B7",122
"6306",364,7,"assisted","C7",126
"6307",364,7,"assisted","D6",130
"6308",364,7,"assisted","F2",126
"6309",364,7,"assisted","F2.1",125
"6310",278,19,"assisted","A3",134
"6311",278,19,"assisted","B6",126
"6312",278,19,"assisted","B7",123
"6313",278,19,"assisted","C7",132
"6314",278,19,"assisted","D6",112
"6315",278,19,"assisted","F2.1",125
"6316",101,17,"assisted","A3",124
"6317",101,17,"assisted","B6",155
"6318",101,17,"assisted","B7",144
"6319",101,17,"assisted","C3",128
"6320",101,17,"assisted","C7",121
"6321",101,17,"assisted","D6",156
"6322",1255,4,"core","A3",142
"6323",1255,4,"core","B1",144
"6324",1255,4,"core","C3",143
"6325",1255,4,"core","C7",132
"6326",1255,4,"core","D5",130
"6327",1255,4,"core","D7",143
"6328",1255,4,"core","F2.1",136
"6329",1348,3,"assisted","A3",81
"6330",1348,3,"assisted","B1",102
"6331",1348,3,"assisted","B6",100
"6332",1348,3,"assisted","C7",92
"6333",1348,3,"assisted","D5",97
"6334",1348,3,"assisted","D7",104
"6335",1380,5,"assisted","A3",115
"6336",1380,5,"assisted","B6",126
"6337",1380,5,"assisted","C7",128
"6338",1380,5,"assisted","D6",111
"6339",1380,5,"assisted","F2.1",129
"6340",1633,2,"core","A1",118
"6341",1633,2,"core","A2",146
"6342",1633,2,"core","A3",137
"6343",1633,2,"core","B1",137
"6344",1633,2,"core","B6",141
"6345",1633,2,"core","C3",120
"6346",1633,2,"core","F2.1",132
"6347",696,15,"assisted","B1",104
"6348",696,15,"assisted","C7",128
"6349",696,15,"assisted","D7",116
