"","id","location","core_assisted","machine","tul"
"1",735,2,"assisted","A2",120
"2",735,2,"assisted","A3",123
"3",735,2,"assisted","B1",120
"4",735,2,"assisted","C3",125
"5",735,2,"assisted","C7",120
"6",735,2,"assisted","F2.1",117
"7",1626,14,"core","A3",90
"8",1626,14,"core","B1",119
"9",1626,14,"core","B6",87
"10",1626,14,"core","C3",88
"11",1626,14,"core","C7",74
"12",1626,14,"core","D6",128
"13",1626,14,"core","D7",117
"14",1626,14,"core","F2",99
"15",1248,2,"core","A3",125
"16",1248,2,"core","B1",109
"17",1248,2,"core","B7",129
"18",1248,2,"core","C7",142
"19",1248,2,"core","F2.1",125
"20",19,24,"assisted","A1",114
"21",19,24,"assisted","A2",122
"22",19,24,"assisted","A3",77
"23",19,24,"assisted","B1",121
"24",19,24,"assisted","B6",122
"25",19,24,"assisted","C3",116
"26",19,24,"assisted","C7",106
"27",19,24,"assisted","D7",128
"28",19,24,"assisted","K2",98
"29",484,10,"assisted","A1",125
"30",484,10,"assisted","A3",124
"31",484,10,"assisted","B1",125
"32",484,10,"assisted","B6",129
"33",484,10,"assisted","B7",120
"34",484,10,"assisted","C7",134
"35",484,10,"assisted","D6",137
"36",484,10,"assisted","D7",133
"37",484,10,"assisted","F2",123
"38",1561,7,"assisted","A3",90
"39",1561,7,"assisted","B1",109
"40",1561,7,"assisted","B6",110
"41",1561,7,"assisted","B7",141
"42",1561,7,"assisted","C3",142
"43",1561,7,"assisted","C7",94
"44",1561,7,"assisted","D6",60
"45",1561,7,"assisted","F2.1",114
"46",1682,2,"assisted","A3",120
"47",1682,2,"assisted","B1",112
"48",1682,2,"assisted","B6",117
"49",1682,2,"assisted","F2.1",121
"50",495,10,"core","A3",165
"51",495,10,"core","B1",139
"52",495,10,"core","B7",145
"53",495,10,"core","C3",116
"54",495,10,"core","D7",100
"55",1157,3,"core","C7",113
"56",1157,3,"core","D5",110
"57",1157,3,"core","D6",128
"58",1157,3,"core","D7",126
"59",1173,22,"core","A3",103
"60",1173,22,"core","B1",130
"61",1173,22,"core","B7",145
"62",1173,22,"core","C3",138
"63",1173,22,"core","C7",156
"64",1173,22,"core","D6",107
"65",1173,22,"core","F2.1",81
"66",676,6,"core","A2",156
"67",676,6,"core","A3",121
"68",676,6,"core","B1",134
"69",676,6,"core","B6",127
"70",676,6,"core","B7",120
"71",676,6,"core","C7",120
"72",676,6,"core","F2.1",123
"73",835,12,"core","A3",144
"74",835,12,"core","B6",170
"75",835,12,"core","C7",144
"76",835,12,"core","F2.1",122
"77",901,8,"assisted","A3",118
"78",901,8,"assisted","B1",110
"79",901,8,"assisted","B6",160
"80",901,8,"assisted","B7",122
"81",901,8,"assisted","C7",135
"82",901,8,"assisted","D6",113
"83",901,8,"assisted","F2.1",115
"84",421,24,"core","A3",150
"85",421,24,"core","B6",120
"86",421,24,"core","B7",120
"87",421,24,"core","C3",120
"88",421,24,"core","C7",163
"89",421,24,"core","D6",126
"90",421,24,"core","F2.1",120
"91",1333,6,"core","A3",99
"92",1333,6,"core","B1",141
"93",1333,6,"core","B6",142
"94",1333,6,"core","B7",93
"95",1333,6,"core","C7",144
"96",1333,6,"core","D6",127
"97",1333,6,"core","F2.1",132
"98",408,10,"core","A3",111
"99",408,10,"core","B1",105
"100",408,10,"core","B6",109
"101",408,10,"core","B7",108
"102",408,10,"core","C3",120
"103",408,10,"core","C7",122
"104",408,10,"core","D6",125
"105",408,10,"core","F2.1",113
"106",765,23,"assisted","A1",117
"107",765,23,"assisted","A3",134
"108",765,23,"assisted","B6",129
"109",765,23,"assisted","C7",125
"110",765,23,"assisted","D6",125
"111",765,23,"assisted","F2.1",120
"112",765,23,"assisted","K2",106
"113",1692,15,"core","A3",130
"114",1692,15,"core","B1",131
"115",1692,15,"core","B6",146
"116",1692,15,"core","C7",145
"117",1692,15,"core","D7",138
"118",1692,15,"core","F2.1",131
"119",795,26,"core","A1",105
"120",795,26,"core","A2",109
"121",795,26,"core","A3",102
"122",795,26,"core","B6",114
"123",795,26,"core","B7",118
"124",795,26,"core","C7",128
"125",795,26,"core","F2.1",100
"126",499,2,"assisted","A3",131
"127",499,2,"assisted","B1",143
"128",499,2,"assisted","B6",138
"129",499,2,"assisted","C3",125
"130",499,2,"assisted","C7",97
"131",499,2,"assisted","F2.1",109
"132",914,4,"core","A3",114
"133",914,4,"core","B1",125
"134",914,4,"core","B6",143
"135",914,4,"core","C3",121
"136",914,4,"core","C7",133
"137",914,4,"core","D6",120
"138",914,4,"core","D7",128
"139",914,4,"core","F2.1",119
"140",1581,20,"core","A1",135
"141",1581,20,"core","A2",133
"142",1581,20,"core","A3",132
"143",1581,20,"core","B1",104
"144",1581,20,"core","B6",134
"145",1581,20,"core","B7",125
"146",1581,20,"core","C3",138
"147",1581,20,"core","C7",134
"148",1581,20,"core","D6",128
"149",1581,20,"core","F2.1",125
"150",1581,20,"core","K2",131
"151",413,2,"assisted","A1",120
"152",413,2,"assisted","A2",120
"153",413,2,"assisted","A3",105
"154",413,2,"assisted","B1",128
"155",413,2,"assisted","B6",138
"156",413,2,"assisted","C3",122
"157",413,2,"assisted","C7",100
"158",413,2,"assisted","D5",120
"159",413,2,"assisted","D6",109
"160",413,2,"assisted","D7",110
"161",413,2,"assisted","F2.1",125
"162",1577,2,"assisted","A1",81
"163",1577,2,"assisted","A2",90
"164",1577,2,"assisted","A3",108
"165",1577,2,"assisted","B1",131
"166",1577,2,"assisted","B7",108
"167",1577,2,"assisted","C7",100
"168",1577,2,"assisted","D6",101
"169",1577,2,"assisted","F2.1",143
"170",455,24,"core","A1",140
"171",455,24,"core","A3",125
"172",455,24,"core","B6",148
"173",455,24,"core","C3",170
"174",455,24,"core","C7",130
"175",455,24,"core","D6",148
"176",455,24,"core","F2",120
"177",455,24,"core","F2.1",155
"178",625,1,"assisted","A3",128
"179",625,1,"assisted","B6",125
"180",625,1,"assisted","B7",95
"181",625,1,"assisted","C3",123
"182",625,1,"assisted","C7",126
"183",625,1,"assisted","F2.1",112
"184",1518,13,"core","A3",124
"185",1518,13,"core","B1",127
"186",1518,13,"core","B6",125
"187",1518,13,"core","B7",140
"188",1518,13,"core","C3",127
"189",1518,13,"core","C7",129
"190",1518,13,"core","F2.1",125
"191",355,2,"core","A1",106
"192",355,2,"core","A3",108
"193",355,2,"core","B6",123
"194",355,2,"core","B7",123
"195",355,2,"core","C7",137
"196",355,2,"core","D6",124
"197",355,2,"core","F2.1",121
"198",856,11,"core","A3",124
"199",856,11,"core","B1",122
"200",856,11,"core","B7",123
"201",856,11,"core","C7",126
"202",856,11,"core","D7",167
"203",856,11,"core","F2.1",134
"204",1189,8,"core","A3",85
"205",1189,8,"core","B1",129
"206",1189,8,"core","B6",105
"207",1189,8,"core","C3",136
"208",1189,8,"core","D6",137
"209",1189,8,"core","F2.1",94
"210",1122,23,"core","A3",96
"211",1122,23,"core","B1",63
"212",1122,23,"core","B6",90
"213",1122,23,"core","C3",133
"214",1122,23,"core","D6",70
"215",1122,23,"core","F2.1",69
"216",1160,14,"assisted","A1",169
"217",1160,14,"assisted","A3",165
"218",1160,14,"assisted","B1",125
"219",1160,14,"assisted","B6",143
"220",1160,14,"assisted","B7",128
"221",1160,14,"assisted","C7",134
"222",1160,14,"assisted","D6",144
"223",1160,14,"assisted","F2.1",123
"224",1678,27,"core","A3",105
"225",1678,27,"core","B1",117
"226",1678,27,"core","B6",133
"227",1678,27,"core","B7",132
"228",1678,27,"core","C7",145
"229",1678,27,"core","D7",121
"230",1678,27,"core","F2.1",143
"231",363,4,"core","A2",134
"232",363,4,"core","A3",126
"233",363,4,"core","B1",112
"234",363,4,"core","B6",129
"235",363,4,"core","C3",153
"236",363,4,"core","D7",114
"237",363,4,"core","F2.1",110
"238",327,13,"core","A3",96
"239",327,13,"core","B1",94
"240",327,13,"core","B6",100
"241",327,13,"core","B7",94
"242",327,13,"core","C3",108
"243",327,13,"core","C7",107
"244",327,13,"core","F2.1",94
"245",1667,4,"core","A3",129
"246",1667,4,"core","B1",126
"247",1667,4,"core","B6",153
"248",1667,4,"core","C7",129
"249",1667,4,"core","D5",122
"250",1667,4,"core","D7",125
"251",1667,4,"core","F2.1",146
"252",1466,10,"core","A1",111
"253",1466,10,"core","A2",119
"254",1466,10,"core","B6",118
"255",1466,10,"core","B7",152
"256",1466,10,"core","C7",120
"257",1466,10,"core","D6",115
"258",1305,7,"assisted","A3",124
"259",1305,7,"assisted","B6",120
"260",1305,7,"assisted","C7",120
"261",1305,7,"assisted","F2.1",127
"262",40,9,"assisted","A1",153
"263",40,9,"assisted","A3",120
"264",40,9,"assisted","B6",115
"265",40,9,"assisted","C7",156
"266",40,9,"assisted","D6",125
"267",40,9,"assisted","F2.1",127
"268",731,8,"assisted","A1",107
"269",731,8,"assisted","A3",104
"270",731,8,"assisted","B6",104
"271",731,8,"assisted","B7",97
"272",731,8,"assisted","C7",122
"273",731,8,"assisted","D6",119
"274",731,8,"assisted","F2.1",100
"275",1332,7,"assisted","A1",116
"276",1332,7,"assisted","A3",110
"277",1332,7,"assisted","B1",103
"278",1332,7,"assisted","B6",120
"279",1332,7,"assisted","C7",123
"280",1332,7,"assisted","D6",104
"281",1332,7,"assisted","F2.1",91
"282",1288,15,"core","A2",129
"283",1288,15,"core","A3",128
"284",1288,15,"core","B6",138
"285",1288,15,"core","B7",124
"286",1288,15,"core","C7",134
"287",1288,15,"core","D6",125
"288",1288,15,"core","F2.1",133
"289",109,18,"assisted","A1",104
"290",109,18,"assisted","A3",119
"291",109,18,"assisted","B1",93
"292",109,18,"assisted","B6",108
"293",109,18,"assisted","B7",124
"294",109,18,"assisted","C3",132
"295",109,18,"assisted","C7",110
"296",109,18,"assisted","F2.1",91
"297",307,9,"assisted","A3",119
"298",307,9,"assisted","B1",127
"299",307,9,"assisted","B6",155
"300",307,9,"assisted","B7",157
"301",307,9,"assisted","C3",150
"302",307,9,"assisted","C7",105
"303",307,9,"assisted","D7",147
"304",307,9,"assisted","F2",98
"305",336,15,"core","A1",131
"306",336,15,"core","A3",103
"307",336,15,"core","B6",106
"308",336,15,"core","C3",111
"309",336,15,"core","C7",138
"310",336,15,"core","D6",120
"311",336,15,"core","F2.1",107
"312",758,24,"assisted","A3",148
"313",758,24,"assisted","B1",147
"314",758,24,"assisted","B6",159
"315",758,24,"assisted","B7",126
"316",758,24,"assisted","C3",136
"317",1491,4,"core","A3",112
"318",1491,4,"core","B1",112
"319",1491,4,"core","C3",103
"320",1491,4,"core","C7",111
"321",1491,4,"core","D6",112
"322",1491,4,"core","D7",112
"323",1491,4,"core","F2.1",126
"324",1026,27,"core","A3",125
"325",1026,27,"core","B1",90
"326",1026,27,"core","B6",121
"327",1026,27,"core","C7",153
"328",1026,27,"core","F2.1",123
"329",926,18,"core","A1",112
"330",926,18,"core","A3",91
"331",926,18,"core","B6",103
"332",926,18,"core","B7",92
"333",926,18,"core","C7",135
"334",926,18,"core","D6",96
"335",926,18,"core","F2.1",99
"336",116,11,"assisted","A3",126
"337",116,11,"assisted","B1",121
"338",116,11,"assisted","B7",97
"339",116,11,"assisted","C3",122
"340",116,11,"assisted","C7",134
"341",116,11,"assisted","D6",146
"342",116,11,"assisted","F2.1",114
"343",424,15,"core","A3",153
"344",424,15,"core","B6",124
"345",424,15,"core","B7",109
"346",424,15,"core","C3",127
"347",424,15,"core","D6",109
"348",424,15,"core","F2.1",72
"349",311,10,"core","A1",117
"350",311,10,"core","A3",118
"351",311,10,"core","B1",119
"352",311,10,"core","B7",116
"353",311,10,"core","C3",120
"354",311,10,"core","C7",117
"355",311,10,"core","D5",130
"356",311,10,"core","D6",149
"357",311,10,"core","F2.1",115
"358",311,10,"core","K2",124
"359",1346,10,"core","A3",122
"360",1346,10,"core","B1",120
"361",1346,10,"core","B6",120
"362",1346,10,"core","B7",103
"363",1346,10,"core","C7",123
"364",1346,10,"core","D6",129
"365",1346,10,"core","F2.1",104
"366",415,23,"core","B1",135
"367",415,23,"core","B6",155
"368",415,23,"core","C7",178
"369",415,23,"core","D6",125
"370",415,23,"core","D7",155
"371",415,23,"core","F2.1",140
"372",1562,22,"core","A3",99
"373",1562,22,"core","B6",123
"374",1562,22,"core","C7",118
"375",1562,22,"core","F2.1",105
"376",1562,22,"core","K2",98
"377",811,26,"core","A1",109
"378",811,26,"core","A3",94
"379",811,26,"core","B6",128
"380",811,26,"core","C7",116
"381",811,26,"core","D6",125
"382",811,26,"core","F2.1",110
"383",445,8,"core","A3",122
"384",445,8,"core","B6",121
"385",445,8,"core","C7",130
"386",445,8,"core","D6",118
"387",445,8,"core","F2.1",119
"388",404,20,"core","A3",125
"389",404,20,"core","B1",120
"390",404,20,"core","B7",129
"391",404,20,"core","C3",111
"392",404,20,"core","C7",121
"393",404,20,"core","D6",147
"394",404,20,"core","F2.1",124
"395",411,12,"assisted","A3",105
"396",411,12,"assisted","B6",129
"397",411,12,"assisted","C3",106
"398",411,12,"assisted","D6",124
"399",411,12,"assisted","F2.1",67
"400",115,5,"assisted","A3",107
"401",115,5,"assisted","B1",138
"402",115,5,"assisted","B7",126
"403",115,5,"assisted","C3",125
"404",115,5,"assisted","C7",125
"405",115,5,"assisted","D5",123
"406",115,5,"assisted","F2.1",155
"407",1746,12,"core","A3",93
"408",1746,12,"core","B6",127
"409",1746,12,"core","B7",122
"410",1746,12,"core","C3",71
"411",1746,12,"core","C7",149
"412",1746,12,"core","F2.1",145
"413",1609,4,"assisted","A3",132
"414",1609,4,"assisted","B1",121
"415",1609,4,"assisted","B6",137
"416",1609,4,"assisted","C7",138
"417",1609,4,"assisted","D7",133
"418",1609,4,"assisted","F2.1",128
"419",637,11,"core","A3",102
"420",637,11,"core","B1",87
"421",637,11,"core","B7",90
"422",637,11,"core","C3",97
"423",637,11,"core","C7",98
"424",637,11,"core","D7",93
"425",637,11,"core","F2.1",109
"426",490,24,"core","A1",118
"427",490,24,"core","A3",148
"428",490,24,"core","B1",140
"429",490,24,"core","B6",150
"430",490,24,"core","C3",158
"431",490,24,"core","C7",131
"432",490,24,"core","D6",127
"433",490,24,"core","F2.1",146
"434",490,24,"core","K2",123
"435",1416,14,"assisted","A3",113
"436",1416,14,"assisted","B1",161
"437",1416,14,"assisted","B6",157
"438",1416,14,"assisted","C7",129
"439",1416,14,"assisted","D6",121
"440",1416,14,"assisted","F2.1",105
"441",1420,11,"core","A3",126
"442",1420,11,"core","B1",120
"443",1420,11,"core","B6",120
"444",1420,11,"core","B7",135
"445",1420,11,"core","C3",120
"446",1420,11,"core","C7",124
"447",1420,11,"core","D6",120
"448",1420,11,"core","F2",119
"449",99,26,"assisted","A3",140
"450",99,26,"assisted","B1",170
"451",99,26,"assisted","B6",151
"452",99,26,"assisted","B7",142
"453",99,26,"assisted","C3",90
"454",99,26,"assisted","C7",135
"455",99,26,"assisted","D6",120
"456",99,26,"assisted","F2.1",117
"457",449,27,"core","A1",127
"458",449,27,"core","A3",138
"459",449,27,"core","B1",126
"460",449,27,"core","B6",144
"461",449,27,"core","B7",131
"462",449,27,"core","D5",142
"463",449,27,"core","F2.1",103
"464",42,14,"assisted","B6",81
"465",1608,1,"assisted","A3",126
"466",1608,1,"assisted","B1",146
"467",1608,1,"assisted","B6",162
"468",1608,1,"assisted","C7",145
"469",1608,1,"assisted","D6",131
"470",1608,1,"assisted","F2.1",126
"471",1059,2,"core","A3",126
"472",1059,2,"core","B1",134
"473",1059,2,"core","B7",128
"474",1059,2,"core","C3",140
"475",1059,2,"core","D7",142
"476",1059,2,"core","F2.1",135
"477",1492,21,"assisted","A1",123
"478",1492,21,"assisted","A3",115
"479",1492,21,"assisted","B1",122
"480",1492,21,"assisted","B6",124
"481",1492,21,"assisted","C7",132
"482",1492,21,"assisted","F2.1",122
"483",819,10,"assisted","A3",114
"484",819,10,"assisted","B1",105
"485",819,10,"assisted","B6",120
"486",819,10,"assisted","B7",141
"487",819,10,"assisted","C3",120
"488",819,10,"assisted","C7",92
"489",819,10,"assisted","D6",120
"490",819,10,"assisted","D7",128
"491",819,10,"assisted","F2.1",113
"492",819,10,"assisted","K2",135
"493",592,8,"assisted","A1",115
"494",592,8,"assisted","A2",100
"495",592,8,"assisted","A3",120
"496",592,8,"assisted","B1",123
"497",592,8,"assisted","B7",124
"498",592,8,"assisted","C3",130
"499",592,8,"assisted","C7",128
"500",592,8,"assisted","D6",100
"501",592,8,"assisted","F2.1",134
"502",1161,8,"core","A3",147
"503",1161,8,"core","B1",128
"504",1161,8,"core","B7",131
"505",1161,8,"core","C7",107
"506",1161,8,"core","D6",132
"507",1161,8,"core","F2.1",151
"508",333,24,"core","A3",123
"509",333,24,"core","B6",137
"510",333,24,"core","B7",107
"511",333,24,"core","C3",105
"512",333,24,"core","D5",67
"513",333,24,"core","D6",117
"514",333,24,"core","F2",131
"515",1128,5,"assisted","A3",127
"516",1128,5,"assisted","B1",126
"517",1128,5,"assisted","B6",120
"518",1128,5,"assisted","C3",123
"519",1128,5,"assisted","C7",141
"520",1128,5,"assisted","D6",121
"521",1128,5,"assisted","F2.1",116
"522",1,23,"assisted","A3",122
"523",1,23,"assisted","B1",117
"524",1,23,"assisted","B6",122
"525",1,23,"assisted","C7",124
"526",1,23,"assisted","D6",122
"527",1,23,"assisted","F2.1",123
"528",899,8,"assisted","A3",107
"529",899,8,"assisted","B1",98
"530",899,8,"assisted","B6",95
"531",899,8,"assisted","C7",98
"532",899,8,"assisted","D6",110
"533",899,8,"assisted","F2.1",116
"534",700,18,"core","A3",111
"535",700,18,"core","B1",105
"536",700,18,"core","C7",126
"537",700,18,"core","D6",143
"538",700,18,"core","F2.1",152
"539",145,11,"assisted","A1",120
"540",145,11,"assisted","A3",121
"541",145,11,"assisted","B6",130
"542",145,11,"assisted","B7",123
"543",145,11,"assisted","C7",125
"544",145,11,"assisted","D6",131
"545",145,11,"assisted","F2.1",126
"546",870,8,"assisted","A2",124
"547",870,8,"assisted","A3",102
"548",870,8,"assisted","B1",120
"549",870,8,"assisted","B6",110
"550",870,8,"assisted","C3",101
"551",870,8,"assisted","D6",112
"552",870,8,"assisted","D7",97
"553",870,8,"assisted","F2.1",106
"554",705,23,"core","A2",106
"555",705,23,"core","A3",109
"556",705,23,"core","B1",120
"557",705,23,"core","B6",116
"558",705,23,"core","B7",116
"559",705,23,"core","C3",125
"560",705,23,"core","D6",125
"561",705,23,"core","F2.1",109
"562",264,16,"assisted","A2",127
"563",264,16,"assisted","A3",110
"564",264,16,"assisted","B6",125
"565",264,16,"assisted","B7",120
"566",264,16,"assisted","C3",137
"567",264,16,"assisted","C7",126
"568",264,16,"assisted","D6",104
"569",264,16,"assisted","F2.1",120
"570",1648,6,"assisted","A3",148
"571",1648,6,"assisted","B6",138
"572",1648,6,"assisted","C7",148
"573",1648,6,"assisted","D6",128
"574",1648,6,"assisted","F2.1",177
"575",1705,13,"core","A3",120
"576",1705,13,"core","B1",78
"577",1705,13,"core","B6",134
"578",1705,13,"core","B7",128
"579",1705,13,"core","C7",128
"580",1705,13,"core","D6",133
"581",1705,13,"core","F2.1",101
"582",250,20,"assisted","A3",139
"583",250,20,"assisted","B1",118
"584",250,20,"assisted","B6",130
"585",250,20,"assisted","B7",123
"586",250,20,"assisted","C7",134
"587",250,20,"assisted","F2.1",144
"588",980,16,"assisted","A3",135
"589",980,16,"assisted","B1",121
"590",980,16,"assisted","B6",148
"591",980,16,"assisted","B7",151
"592",980,16,"assisted","C3",156
"593",980,16,"assisted","C7",138
"594",980,16,"assisted","F2.1",130
"595",1736,26,"core","A1",118
"596",1736,26,"core","A2",112
"597",1736,26,"core","A3",91
"598",1736,26,"core","B1",124
"599",1736,26,"core","B6",120
"600",1736,26,"core","B7",116
"601",1736,26,"core","C7",122
"602",1736,26,"core","D6",120
"603",1736,26,"core","F2.1",94
"604",61,7,"core","A3",123
"605",61,7,"core","B6",126
"606",61,7,"core","B7",120
"607",61,7,"core","C7",117
"608",61,7,"core","D5",100
"609",61,7,"core","F2.1",101
"610",456,13,"assisted","A2",123
"611",456,13,"assisted","A3",73
"612",456,13,"assisted","B1",100
"613",456,13,"assisted","B6",126
"614",456,13,"assisted","B7",127
"615",456,13,"assisted","C3",134
"616",456,13,"assisted","C7",100
"617",456,13,"assisted","D6",116
"618",456,13,"assisted","F2.1",118
"619",838,13,"assisted","A1",149
"620",838,13,"assisted","A3",145
"621",838,13,"assisted","B1",102
"622",838,13,"assisted","B6",147
"623",838,13,"assisted","C7",106
"624",838,13,"assisted","D5",99
"625",838,13,"assisted","D7",145
"626",838,13,"assisted","F2.1",97
"627",1218,5,"core","A3",173
"628",1218,5,"core","B1",141
"629",1218,5,"core","B6",151
"630",1218,5,"core","B7",166
"631",1218,5,"core","C3",170
"632",1218,5,"core","C7",127
"633",1218,5,"core","D6",124
"634",1218,5,"core","F2.1",117
"635",854,2,"core","A1",122
"636",854,2,"core","A3",120
"637",854,2,"core","B1",121
"638",854,2,"core","B6",120
"639",854,2,"core","C7",121
"640",854,2,"core","F2.1",121
"641",1730,2,"core","A3",129
"642",1730,2,"core","B6",128
"643",1730,2,"core","C7",127
"644",1730,2,"core","D6",137
"645",1730,2,"core","D7",128
"646",1730,2,"core","F2.1",128
"647",1590,20,"core","A3",122
"648",1590,20,"core","B1",112
"649",1590,20,"core","B6",121
"650",1590,20,"core","C3",101
"651",1590,20,"core","C7",117
"652",1590,20,"core","D6",138
"653",1590,20,"core","F2.1",115
"654",784,11,"core","A3",123
"655",784,11,"core","B1",135
"656",784,11,"core","C3",137
"657",784,11,"core","D6",116
"658",784,11,"core","F2.1",134
"659",322,15,"core","A1",123
"660",322,15,"core","A2",124
"661",322,15,"core","A3",92
"662",322,15,"core","B6",143
"663",322,15,"core","C3",103
"664",322,15,"core","C7",93
"665",322,15,"core","D6",98
"666",322,15,"core","F2.1",123
"667",1451,13,"assisted","A3",93
"668",1451,13,"assisted","B1",145
"669",1451,13,"assisted","B6",109
"670",1451,13,"assisted","C7",96
"671",1451,13,"assisted","F2.1",103
"672",1629,10,"core","A3",147
"673",1629,10,"core","B1",100
"674",1629,10,"core","B6",148
"675",1629,10,"core","B7",144
"676",1629,10,"core","C3",129
"677",1629,10,"core","D6",135
"678",1629,10,"core","F2.1",120
"679",694,15,"assisted","A3",122
"680",694,15,"assisted","B6",140
"681",694,15,"assisted","C7",135
"682",694,15,"assisted","D6",121
"683",77,13,"core","A3",122
"684",77,13,"core","B1",123
"685",77,13,"core","B6",123
"686",77,13,"core","C7",129
"687",77,13,"core","D6",122
"688",77,13,"core","F2.1",114
"689",242,13,"assisted","A3",128
"690",242,13,"assisted","B1",101
"691",242,13,"assisted","B7",126
"692",242,13,"assisted","C7",105
"693",242,13,"assisted","D6",136
"694",883,18,"assisted","A3",134
"695",883,18,"assisted","B1",118
"696",883,18,"assisted","B6",147
"697",883,18,"assisted","C3",142
"698",883,18,"assisted","C7",120
"699",883,18,"assisted","D6",135
"700",883,18,"assisted","F2.1",134
"701",1595,4,"assisted","A3",115
"702",1595,4,"assisted","B1",126
"703",1595,4,"assisted","B7",120
"704",1595,4,"assisted","C3",112
"705",1595,4,"assisted","F2.1",121
"706",366,16,"assisted","A3",120
"707",366,16,"assisted","B1",99
"708",366,16,"assisted","B6",123
"709",366,16,"assisted","C3",127
"710",366,16,"assisted","C7",120
"711",366,16,"assisted","D5",122
"712",366,16,"assisted","D7",123
"713",366,16,"assisted","F2.1",134
"714",571,15,"assisted","A3",121
"715",571,15,"assisted","B1",130
"716",571,15,"assisted","B6",128
"717",571,15,"assisted","C3",120
"718",1222,17,"core","B1",101
"719",1222,17,"core","B6",130
"720",1222,17,"core","C3",90
"721",1222,17,"core","D6",103
"722",1222,17,"core","F2.1",77
"723",1275,18,"core","A1",104
"724",1275,18,"core","A3",104
"725",1275,18,"core","B1",122
"726",1275,18,"core","B6",103
"727",1275,18,"core","B7",104
"728",1275,18,"core","C3",140
"729",1275,18,"core","C7",116
"730",1275,18,"core","F2.1",102
"731",205,12,"core","A3",135
"732",205,12,"core","B6",130
"733",205,12,"core","C3",122
"734",205,12,"core","C7",129
"735",205,12,"core","D5",132
"736",205,12,"core","D6",129
"737",205,12,"core","F2",140
"738",1286,20,"core","A3",129
"739",1286,20,"core","B1",130
"740",1286,20,"core","B6",175
"741",1286,20,"core","C7",128
"742",1286,20,"core","D6",130
"743",1286,20,"core","F2.1",127
"744",1286,20,"core","K2",124
"745",1117,1,"assisted","A2",123
"746",1117,1,"assisted","A3",131
"747",1117,1,"assisted","B1",128
"748",1117,1,"assisted","B6",145
"749",1117,1,"assisted","B7",121
"750",1117,1,"assisted","C7",142
"751",1117,1,"assisted","F2.1",114
"752",487,1,"assisted","A3",101
"753",487,1,"assisted","B1",79
"754",487,1,"assisted","B6",99
"755",487,1,"assisted","C3",106
"756",487,1,"assisted","C7",161
"757",487,1,"assisted","F2.1",81
"758",701,16,"assisted","A2",121
"759",701,16,"assisted","A3",150
"760",701,16,"assisted","B1",125
"761",701,16,"assisted","B6",131
"762",701,16,"assisted","C3",127
"763",701,16,"assisted","C7",149
"764",701,16,"assisted","F2.1",116
"765",164,26,"assisted","A1",128
"766",164,26,"assisted","A2",76
"767",164,26,"assisted","A3",98
"768",164,26,"assisted","B1",112
"769",164,26,"assisted","B6",145
"770",164,26,"assisted","B7",122
"771",164,26,"assisted","C3",120
"772",164,26,"assisted","D6",159
"773",164,26,"assisted","D7",111
"774",164,26,"assisted","F2.1",114
"775",1073,26,"assisted","A3",73
"776",1073,26,"assisted","B1",110
"777",1073,26,"assisted","B7",123
"778",1073,26,"assisted","C7",111
"779",1073,26,"assisted","F2.1",126
"780",185,22,"core","A3",134
"781",185,22,"core","B1",125
"782",185,22,"core","B7",127
"783",185,22,"core","C3",141
"784",185,22,"core","C7",134
"785",185,22,"core","D6",142
"786",185,22,"core","F2.1",128
"787",1501,13,"core","A1",123
"788",1501,13,"core","A2",141
"789",1501,13,"core","A3",117
"790",1501,13,"core","B1",123
"791",1501,13,"core","B6",122
"792",1501,13,"core","B7",120
"793",1501,13,"core","C3",130
"794",1501,13,"core","C7",130
"795",1501,13,"core","D6",124
"796",1501,13,"core","D7",132
"797",1501,13,"core","F2.1",90
"798",1407,23,"assisted","A3",120
"799",1407,23,"assisted","B6",122
"800",1407,23,"assisted","C7",120
"801",1407,23,"assisted","D6",137
"802",1407,23,"assisted","F2.1",120
"803",1276,14,"assisted","A3",121
"804",1276,14,"assisted","B6",140
"805",1276,14,"assisted","F2.1",135
"806",641,11,"core","A3",122
"807",641,11,"core","B6",126
"808",641,11,"core","B7",122
"809",641,11,"core","C3",138
"810",641,11,"core","C7",128
"811",641,11,"core","D6",134
"812",641,11,"core","F2",133
"813",809,11,"core","A3",120
"814",809,11,"core","B1",120
"815",809,11,"core","B6",121
"816",809,11,"core","B7",120
"817",809,11,"core","D6",126
"818",809,11,"core","F2.1",123
"819",729,24,"assisted","A3",127
"820",729,24,"assisted","B1",125
"821",729,24,"assisted","B6",130
"822",729,24,"assisted","B7",129
"823",729,24,"assisted","C7",133
"824",729,24,"assisted","D6",123
"825",729,24,"assisted","F2.1",123
"826",1373,24,"assisted","A1",118
"827",1373,24,"assisted","A3",108
"828",1373,24,"assisted","B1",125
"829",1373,24,"assisted","B6",124
"830",1373,24,"assisted","B7",128
"831",1373,24,"assisted","C7",90
"832",1373,24,"assisted","F2.1",102
"833",331,14,"assisted","A3",123
"834",331,14,"assisted","B6",125
"835",331,14,"assisted","B7",123
"836",331,14,"assisted","C3",97
"837",331,14,"assisted","D7",121
"838",331,14,"assisted","F2.1",120
"839",1224,11,"core","A1",128
"840",1224,11,"core","A2",173
"841",1224,11,"core","A3",124
"842",1224,11,"core","B6",133
"843",1224,11,"core","C3",154
"844",1224,11,"core","C7",124
