"","id","location","core_assisted","session_rpe"
"470",1059,2,"assisted",14
"471",1462,21,"assisted",13
"472",1574,15,"assisted",14
"473",112,8,"assisted",17
"474",937,15,"assisted",15
"475",1446,19,"assisted",14
"476",669,28,"assisted",14
"477",137,25,"assisted",16
"478",225,17,"assisted",13
"479",1227,25,"assisted",13
"480",1155,17,"assisted",13
"481",1259,15,"assisted",15
"482",844,8,"assisted",18
"483",182,3,"assisted",15
"484",735,14,"assisted",17
"485",1114,2,"assisted",13
"486",1400,4,"assisted",14
"487",871,15,"assisted",15
"488",1435,22,"assisted",14
"489",1626,19,"assisted",13
"490",1381,3,"assisted",18
"491",509,13,"assisted",19
"492",7,5,"assisted",18
"493",157,28,"assisted",14
"494",604,7,"assisted",13
"495",1589,15,"assisted",8
"496",1160,22,"assisted",17
"497",819,24,"assisted",19
"498",216,17,"assisted",13
"499",440,12,"assisted",16
"500",1566,15,"assisted",14
"501",14,9,"assisted",14
"502",102,17,"assisted",12
"503",579,6,"assisted",16
"504",977,3,"assisted",19
"505",146,15,"assisted",10
"506",798,9,"assisted",16
"507",1483,17,"assisted",13
"508",707,6,"assisted",18
"509",1067,2,"assisted",15
"510",864,8,"assisted",14
"511",1402,9,"assisted",17
"512",150,20,"assisted",13
"513",892,8,"assisted",13
"514",324,15,"assisted",15
"515",3,15,"assisted",14
"516",978,17,"assisted",11
"517",998,15,"assisted",14
"518",1290,15,"assisted",15
"519",1642,24,"assisted",17
"520",1477,19,"assisted",15
"521",272,25,"assisted",8
"522",1036,24,"assisted",13
"523",1572,13,"assisted",13
"524",1452,11,"assisted",14
"525",1465,19,"assisted",16
"526",7,5,"assisted",18
"527",31,19,"assisted",17
"528",144,15,"assisted",13
"529",1552,17,"assisted",13
"530",1329,13,"assisted",9
"531",125,14,"assisted",14
"532",355,1,"assisted",18
"533",1215,3,"assisted",14
"534",1374,7,"assisted",15
"535",1213,9,"assisted",13
"536",132,25,"assisted",15
"537",266,4,"assisted",16
"538",1465,19,"assisted",16
"539",529,3,"assisted",18
"540",467,17,"assisted",9
"541",1011,15,"assisted",16
"542",206,3,"assisted",13
"543",691,17,"assisted",11
"544",221,6,"assisted",15
"545",604,7,"assisted",13
"546",1329,13,"assisted",9
"547",1432,15,"assisted",15
"548",303,11,"assisted",18
"549",710,6,"assisted",14
"550",205,15,"assisted",16
"551",657,3,"assisted",14
"552",508,24,"assisted",13
"553",247,15,"assisted",15
"554",927,17,"assisted",13
"555",1102,11,"assisted",13
"556",1024,3,"assisted",16
"557",467,17,"assisted",9
"558",482,14,"assisted",15
"559",1153,28,"assisted",17
"560",246,13,"assisted",17
"561",1249,11,"assisted",12
"562",294,15,"assisted",13
"563",118,27,"assisted",15
"564",699,6,"assisted",16
"565",33,5,"assisted",8
"566",1392,15,"assisted",15
"567",1318,5,"assisted",15
"568",922,23,"assisted",13
"569",1294,15,"assisted",15
"570",1183,28,"assisted",20
"571",1334,14,"assisted",11
"572",1491,11,"assisted",7
"573",118,27,"assisted",15
"574",387,5,"assisted",13
"575",1492,14,"assisted",14
"576",1022,24,"assisted",8
"577",833,20,"assisted",13
"578",207,21,"assisted",17
"579",1620,27,"assisted",14
"580",667,11,"assisted",17
"581",289,27,"assisted",16
"582",1,21,"assisted",7
"583",256,17,"assisted",17
"584",1578,11,"assisted",10
"585",1022,24,"assisted",8
"586",1602,4,"assisted",15
"587",769,1,"assisted",17
"588",1395,2,"assisted",13
"589",1333,4,"assisted",15
"590",162,15,"assisted",13
"591",699,6,"assisted",16
"592",1057,11,"assisted",12
"593",1021,15,"assisted",15
"594",197,17,"assisted",13
"595",1135,8,"assisted",13
"596",604,7,"assisted",13
"597",919,1,"assisted",19
"598",1315,6,"assisted",14
"599",764,14,"assisted",14
"600",667,11,"assisted",17
"601",841,17,"assisted",12
"602",1112,9,"assisted",13
"603",906,15,"assisted",14
"604",815,7,"assisted",13
"605",555,15,"assisted",10
"606",687,17,"assisted",13
"607",812,25,"assisted",13
"608",1482,15,"assisted",14
"609",682,6,"assisted",18
"610",421,7,"assisted",10
"611",372,15,"assisted",14
"612",1495,15,"assisted",15
"613",170,15,"assisted",14
"614",1458,8,"assisted",13
"615",1068,15,"assisted",15
"616",716,24,"assisted",16
"617",1544,6,"assisted",14
"618",1347,3,"assisted",16
"619",667,11,"assisted",17
"620",18,25,"assisted",15
"621",685,17,"assisted",12
"622",415,15,"assisted",15
"623",1075,22,"assisted",14
"624",384,2,"assisted",9
"625",822,17,"assisted",13
"626",1198,7,"assisted",14
"627",100,4,"assisted",14
"628",142,8,"assisted",13
"629",1382,3,"assisted",18
"630",1083,8,"assisted",14
"631",1066,21,"assisted",16
"632",1089,22,"assisted",13
"633",1351,8,"assisted",15
"634",236,17,"assisted",13
"635",712,25,"assisted",16
"636",1257,4,"assisted",14
"637",1205,15,"assisted",14
"638",339,4,"assisted",15
"639",662,16,"assisted",13
"640",1260,7,"assisted",16
"641",1537,3,"assisted",16
"642",235,17,"assisted",13
"643",100,4,"assisted",14
"644",623,13,"assisted",16
"645",114,15,"assisted",18
"646",340,4,"assisted",15
"647",606,15,"assisted",15
"648",1091,25,"assisted",13
"649",484,24,"assisted",13
"650",106,26,"assisted",18
"651",734,6,"assisted",17
"652",1160,22,"assisted",17
"653",242,17,"assisted",13
"654",771,11,"assisted",17
"655",112,8,"assisted",17
"656",173,22,"assisted",10
"657",463,14,"assisted",16
"658",1036,24,"assisted",13
"659",1193,7,"assisted",15
"660",1537,3,"assisted",16
"661",497,9,"assisted",12
"662",834,15,"assisted",15
"663",302,17,"assisted",13
"664",1638,8,"assisted",18
"665",313,24,"assisted",13
"666",902,7,"assisted",16
"667",305,3,"assisted",13
"668",640,19,"assisted",15
"669",390,19,"assisted",16
"670",1556,15,"assisted",14
"671",928,3,"assisted",16
"672",281,14,"assisted",12
"673",1202,15,"assisted",10
"674",774,3,"assisted",18
"675",1464,3,"assisted",14
"676",1631,15,"assisted",14
"677",58,4,"assisted",15
"678",1640,3,"assisted",16
"679",441,17,"assisted",13
"680",629,3,"assisted",17
"681",1122,3,"assisted",16
"682",371,15,"assisted",15
"683",262,9,"assisted",13
"684",1428,4,"assisted",15
"685",182,3,"assisted",15
"686",723,13,"assisted",19
"687",1014,4,"assisted",15
"688",1061,24,"assisted",11
"689",944,3,"assisted",16
"690",1315,6,"assisted",14
"691",361,13,"assisted",19
"692",1351,8,"assisted",15
"693",883,25,"assisted",16
"694",1438,2,"assisted",13
"695",1083,8,"assisted",14
"696",309,16,"assisted",17
"697",320,2,"assisted",13
"698",362,19,"assisted",18
"699",293,8,"assisted",16
"700",748,4,"assisted",15
"701",1591,3,"assisted",12
"702",1083,8,"assisted",14
"703",367,17,"assisted",14
"704",974,12,"assisted",14
"705",461,15,"assisted",14
"706",1192,22,"assisted",8
"707",367,17,"assisted",14
"708",749,22,"assisted",13
"709",388,15,"assisted",14
"710",1209,9,"assisted",18
"711",184,4,"assisted",16
"712",1424,20,"assisted",18
"713",1354,15,"assisted",10
"714",1553,2,"assisted",15
"715",926,22,"assisted",15
"716",432,3,"assisted",14
"717",1112,9,"assisted",13
"718",1063,8,"assisted",13
"719",512,15,"assisted",14
"720",669,28,"assisted",14
"721",1246,11,"assisted",14
"722",1586,17,"assisted",13
"723",1072,15,"assisted",14
"724",1131,3,"assisted",17
"725",1538,8,"assisted",14
"726",187,14,"assisted",14
"727",890,15,"assisted",8
"728",1571,22,"assisted",10
"729",1504,22,"assisted",17
"730",1582,3,"assisted",14
"731",846,5,"assisted",13
"732",1387,3,"assisted",15
"733",294,15,"assisted",13
"734",662,16,"assisted",13
"735",28,17,"assisted",13
"736",876,27,"assisted",14
"737",1645,25,"assisted",18
"738",1172,4,"assisted",15
"739",964,21,"assisted",13
"740",1306,15,"assisted",14
"741",675,7,"assisted",13
"742",1092,22,"assisted",17
"743",527,17,"assisted",13
"744",1468,11,"assisted",19
"745",1627,7,"assisted",15
"746",715,15,"assisted",14
"747",664,24,"assisted",16
"748",234,17,"assisted",12
"749",600,17,"assisted",12
"750",170,15,"assisted",14
"751",1606,8,"assisted",18
"752",938,11,"assisted",15
"753",1477,19,"assisted",15
"754",870,15,"assisted",15
"755",1410,25,"assisted",14
"756",77,15,"assisted",14
"757",1655,14,"assisted",13
"758",741,25,"assisted",12
"759",1318,5,"assisted",15
"760",1160,22,"assisted",17
"761",1264,5,"assisted",16
"762",1375,24,"assisted",14
"763",561,3,"assisted",14
"764",25,25,"assisted",16
"765",1333,4,"assisted",15
"766",101,3,"assisted",17
"767",1177,15,"assisted",14
"768",1045,3,"assisted",16
"769",538,13,"assisted",16
"770",1478,5,"assisted",11
"771",928,3,"assisted",16
"772",577,3,"assisted",16
"773",705,27,"assisted",12
"774",360,4,"assisted",14
"775",1200,17,"assisted",9
"776",1625,17,"assisted",16
"777",215,8,"assisted",14
"778",1046,25,"assisted",14
"779",1077,19,"assisted",13
"780",1450,17,"assisted",12
"781",1591,3,"assisted",12
"782",417,4,"assisted",15
"783",1316,24,"assisted",18
"784",112,8,"assisted",17
"785",703,1,"assisted",13
"786",1421,6,"assisted",16
"787",1602,4,"assisted",15
"788",371,15,"assisted",15
"789",1530,3,"assisted",19
"790",1574,15,"assisted",14
"791",1354,15,"assisted",10
"792",1514,17,"assisted",13
"793",1228,15,"assisted",14
"794",797,17,"assisted",12
"795",685,17,"assisted",12
"796",1343,3,"assisted",12
"797",1292,17,"assisted",12
"798",346,8,"assisted",16
"799",1200,17,"assisted",9
"800",182,3,"assisted",15
"801",58,4,"assisted",15
"802",797,17,"assisted",12
"803",1415,15,"assisted",14
"804",863,3,"assisted",16
"805",592,21,"assisted",17
"806",1091,25,"assisted",13
"807",400,12,"assisted",15
"808",482,14,"assisted",15
"809",116,17,"assisted",13
"810",934,16,"assisted",15
"811",203,3,"assisted",18
"812",263,15,"assisted",12
"813",610,3,"assisted",16
"814",1630,3,"assisted",19
"815",1057,11,"assisted",12
"816",58,4,"assisted",15
"817",444,17,"assisted",8
"818",1175,3,"assisted",15
"819",984,3,"assisted",18
"820",717,7,"assisted",15
"821",1191,28,"assisted",14
"822",1091,25,"assisted",13
"823",934,16,"assisted",15
"824",767,17,"assisted",13
"825",1647,13,"assisted",19
"826",1017,15,"assisted",14
"827",850,15,"assisted",15
"828",326,3,"assisted",14
"829",205,15,"assisted",16
"830",1572,13,"assisted",13
"831",1624,3,"assisted",17
"832",858,3,"assisted",20
"833",42,14,"assisted",13
"834",432,3,"assisted",14
"835",631,12,"assisted",10
"836",576,15,"assisted",15
"837",1454,7,"assisted",18
"838",631,12,"assisted",10
"839",822,17,"assisted",13
"840",726,15,"assisted",13
"841",116,17,"assisted",13
"842",806,3,"assisted",16
"843",744,15,"assisted",15
"844",921,5,"assisted",13
"845",1449,5,"assisted",16
"846",8,2,"assisted",17
"847",844,8,"assisted",18
"848",1407,14,"assisted",12
"849",1150,17,"assisted",13
"850",959,8,"assisted",18
"851",575,1,"assisted",14
"852",1116,14,"assisted",14
"853",870,15,"assisted",15
"854",1497,3,"assisted",15
"855",1206,3,"assisted",16
"856",850,15,"assisted",15
"857",1589,15,"assisted",8
"858",61,14,"assisted",17
"859",852,3,"assisted",12
"860",1551,14,"assisted",13
"861",469,6,"assisted",16
"862",1397,24,"assisted",17
"863",52,8,"assisted",11
"864",975,3,"assisted",16
"865",1633,13,"assisted",17
"866",48,8,"assisted",14
"867",496,8,"assisted",16
"868",717,7,"assisted",15
"869",122,3,"assisted",18
"870",891,17,"assisted",14
"871",1320,17,"assisted",13
"872",637,21,"assisted",17
"873",1042,3,"assisted",18
"874",1198,7,"assisted",14
"875",54,8,"assisted",14
"876",38,3,"assisted",17
"877",760,17,"assisted",12
"878",1581,8,"assisted",14
"879",186,19,"assisted",15
"880",1053,19,"assisted",11
"881",1051,2,"assisted",14
"882",1046,25,"assisted",14
"883",585,6,"assisted",14
"884",1128,12,"assisted",17
"885",159,2,"assisted",15
"886",1601,27,"assisted",20
"887",689,22,"assisted",15
"888",1338,6,"assisted",13
"889",1171,12,"assisted",14
"890",1596,15,"assisted",14
"891",687,17,"assisted",13
"892",1634,14,"assisted",14
"893",223,4,"assisted",15
"894",487,3,"assisted",18
"895",168,27,"assisted",14
"896",924,13,"assisted",16
"897",1190,4,"assisted",14
"898",596,12,"assisted",14
"899",931,23,"assisted",9
"900",367,17,"assisted",14
"901",497,9,"assisted",12
"902",770,7,"assisted",16
"903",1113,15,"assisted",15
"904",145,22,"assisted",13
"905",156,25,"assisted",13
"906",440,12,"assisted",16
"907",758,21,"assisted",17
"908",266,4,"assisted",16
"909",848,4,"assisted",7
"910",1419,8,"assisted",16
"911",1176,11,"assisted",10
"912",212,8,"assisted",13
"913",1351,8,"assisted",15
"914",767,17,"assisted",13
"915",68,3,"assisted",18
"916",168,27,"assisted",14
"917",1592,8,"assisted",15
"918",1386,15,"assisted",14
"919",1489,28,"assisted",17
"920",968,17,"assisted",13
"921",184,4,"assisted",16
"922",1034,7,"assisted",11
"923",161,5,"assisted",11
"924",1662,8,"assisted",17
"925",370,3,"assisted",20
"926",1384,3,"assisted",14
"927",1025,4,"assisted",14
"928",1511,19,"assisted",14
"929",1612,22,"assisted",14
"930",604,7,"assisted",13
"931",21,25,"assisted",18
"932",1422,9,"assisted",13
"933",115,17,"assisted",13
"934",1482,15,"assisted",14
"935",4,13,"assisted",17
"936",1542,14,"assisted",13
"937",1162,5,"assisted",19
"938",1091,25,"assisted",13
"939",52,8,"assisted",11
"940",154,2,"assisted",14
"941",267,3,"assisted",17
"942",1140,17,"assisted",13
"943",709,15,"assisted",15
"944",537,2,"assisted",11
"945",1026,12,"assisted",19
"946",1549,13,"assisted",13
"947",1475,23,"assisted",14
"948",1566,15,"assisted",14
"949",662,16,"assisted",13
"950",1614,3,"assisted",18
"951",1442,22,"assisted",13
"952",1272,25,"assisted",10
"953",609,14,"assisted",13
"954",869,17,"assisted",13
"955",1048,3,"assisted",17
"956",1233,17,"assisted",13
"957",877,15,"assisted",14
"958",429,22,"assisted",14
"959",1008,28,"assisted",10
"960",1533,24,"assisted",11
"961",152,9,"assisted",14
"962",1490,12,"assisted",15
"963",236,17,"assisted",13
"964",565,22,"assisted",14
