"","id","location","core_assisted","session_rpe"
"965",149,15,"assisted",15
"966",761,12,"assisted",14
"967",1597,7,"assisted",16
"968",84,15,"assisted",14
"969",353,15,"assisted",14
"970",744,15,"assisted",15
"971",1537,3,"assisted",16
"972",1186,2,"assisted",13
"973",303,11,"assisted",18
"974",468,4,"assisted",15
"975",420,21,"assisted",18
"976",1104,25,"assisted",13
"977",484,24,"assisted",13
"978",1153,28,"assisted",17
"979",538,13,"assisted",16
"980",118,27,"assisted",15
"981",63,19,"assisted",16
"982",472,15,"assisted",14
"983",370,3,"assisted",20
"984",1288,3,"assisted",15
"985",211,7,"assisted",8
"986",1586,17,"assisted",13
"987",452,15,"assisted",16
"988",1093,16,"assisted",13
"989",609,14,"assisted",13
"990",1170,3,"assisted",13
"991",1511,19,"assisted",14
"992",1106,8,"assisted",16
"993",447,2,"assisted",15
"994",800,15,"assisted",14
"995",1434,12,"assisted",18
"996",1645,25,"assisted",18
"997",386,15,"assisted",14
"998",768,15,"assisted",11
"999",119,3,"assisted",18
"1000",559,24,"assisted",16
"1001",811,11,"core",13
"1002",692,4,"core",12
"1003",817,15,"core",15
"1004",219,24,"core",10
"1005",1010,23,"core",10
"1006",522,16,"core",14
"1007",81,17,"core",13
"1008",763,1,"core",8
"1009",47,21,"core",13
"1010",222,21,"core",16
"1011",389,15,"core",12
"1012",679,12,"core",17
"1013",1105,14,"core",15
"1014",1540,2,"core",12
"1015",1307,15,"core",13
"1016",698,12,"core",13
"1017",742,2,"core",7
"1018",651,13,"core",13
"1019",759,23,"core",15
"1020",643,15,"core",12
"1021",790,23,"core",13
"1022",614,12,"core",13
"1023",1033,2,"core",13
"1024",616,26,"core",16
"1025",307,13,"core",11
"1026",1499,12,"core",15
"1027",567,17,"core",12
"1028",918,2,"core",13
"1029",314,8,"core",10
"1030",1119,4,"core",16
"1031",473,19,"core",13
"1032",571,3,"core",18
"1033",730,14,"core",9
"1034",572,19,"core",18
"1035",485,11,"core",14
"1036",1388,25,"core",17
"1037",823,12,"core",8
"1038",1332,16,"core",13
"1039",270,11,"core",13
"1040",1271,17,"core",9
"1041",1342,3,"core",16
"1042",866,15,"core",13
"1043",217,17,"core",11
"1044",1430,28,"core",14
"1045",1232,27,"core",13
"1046",666,21,"core",13
"1047",718,4,"core",13
"1048",660,27,"core",15
"1049",297,12,"core",13
"1050",560,11,"core",14
"1051",99,27,"core",10
"1052",1279,21,"core",16
"1053",622,21,"core",12
"1054",851,13,"core",19
"1055",720,13,"core",14
"1056",1409,14,"core",13
"1057",304,7,"core",13
"1058",1564,1,"core",14
"1059",1394,11,"core",12
"1060",1629,25,"core",10
"1061",12,21,"core",9
"1062",277,24,"core",11
"1063",1210,23,"core",9
"1064",194,8,"core",13
"1065",1003,16,"core",15
"1066",1133,6,"core",16
"1067",1436,2,"core",15
"1068",939,24,"core",18
"1069",900,11,"core",11
"1070",593,12,"core",17
"1071",214,25,"core",12
"1072",1579,12,"core",9
"1073",1447,16,"core",16
"1074",192,7,"core",14
"1075",1657,5,"core",13
"1076",647,24,"core",10
"1077",238,15,"core",13
"1078",731,11,"core",15
"1079",1121,4,"core",13
"1080",495,16,"core",11
"1081",1181,2,"core",14
"1082",359,22,"core",15
"1083",550,27,"core",13
"1084",414,10,"core",8
"1085",586,7,"core",18
"1086",401,12,"core",11
"1087",522,16,"core",14
"1088",981,11,"core",11
"1089",807,22,"core",18
"1090",396,8,"core",11
"1091",350,2,"core",15
"1092",1165,13,"core",18
"1093",1461,20,"core",15
"1094",413,8,"core",14
"1095",210,17,"core",17
"1096",284,27,"core",15
"1097",1047,1,"core",13
"1098",1472,23,"core",14
"1099",90,12,"core",9
"1100",30,1,"core",10
"1101",700,19,"core",16
"1102",556,14,"core",20
"1103",1527,14,"core",13
"1104",282,11,"core",13
"1105",92,28,"core",13
"1106",1255,25,"core",8
"1107",368,27,"core",7
"1108",1554,19,"core",17
"1109",243,14,"core",10
"1110",1461,20,"core",15
"1111",673,14,"core",13
"1112",1563,22,"core",10
"1113",403,19,"core",13
"1114",160,4,"core",13
"1115",345,21,"core",14
"1116",1030,21,"core",9
"1117",483,6,"core",17
"1118",809,16,"core",13
"1119",278,11,"core",14
"1120",860,25,"core",17
"1121",1052,14,"core",13
"1122",747,24,"core",9
"1123",117,15,"core",17
"1124",615,13,"core",13
"1125",1152,8,"core",13
"1126",419,7,"core",14
"1127",773,15,"core",9
"1128",1266,28,"core",12
"1129",1480,25,"core",13
"1130",10,12,"core",13
"1131",1557,7,"core",16
"1132",1262,5,"core",13
"1133",1168,27,"core",17
"1134",1535,11,"core",20
"1135",1484,27,"core",9
"1136",642,24,"core",15
"1137",955,6,"core",10
"1138",566,12,"core",16
"1139",1062,24,"core",13
"1140",1284,15,"core",7
"1141",549,19,"core",16
"1142",1325,24,"core",18
"1143",1221,25,"core",11
"1144",424,16,"core",20
"1145",409,5,"core",17
"1146",544,7,"core",13
"1147",788,11,"core",13
"1148",1649,12,"core",9
"1149",601,2,"core",14
"1150",580,17,"core",16
"1151",520,27,"core",8
"1152",191,11,"core",14
"1153",380,5,"core",15
"1154",1616,28,"core",16
"1155",269,27,"core",9
"1156",793,2,"core",13
"1157",620,18,"core",18
"1158",1391,2,"core",15
"1159",218,23,"core",10
"1160",1220,16,"core",12
"1161",694,3,"core",13
"1162",873,21,"core",15
"1163",481,4,"core",10
"1164",1583,16,"core",17
"1165",1158,14,"core",18
"1166",1356,27,"core",11
"1167",1525,23,"core",16
"1168",1652,12,"core",14
"1169",1584,19,"core",16
"1170",123,5,"core",11
"1171",1111,19,"core",13
"1172",319,27,"core",17
"1173",1236,4,"core",14
"1174",1344,23,"core",13
"1175",1056,14,"core",14
"1176",727,22,"core",15
"1177",696,24,"core",17
"1178",245,5,"core",17
"1179",151,27,"core",9
"1180",209,4,"core",14
"1181",391,3,"core",20
"1182",739,16,"core",14
"1183",517,23,"core",8
"1184",551,9,"core",16
"1185",887,3,"core",13
"1186",1467,5,"core",9
"1187",59,16,"core",19
"1188",1298,19,"core",18
"1189",780,2,"core",15
"1190",1127,12,"core",10
"1191",996,12,"core",17
"1192",663,15,"core",15
"1193",76,11,"core",8
"1194",329,4,"core",11
"1195",1650,13,"core",13
"1196",363,1,"core",11
"1197",141,5,"core",13
"1198",582,16,"core",13
"1199",1585,14,"core",15
"1200",316,23,"core",11
"1201",470,16,"core",15
"1202",34,11,"core",12
"1203",1240,24,"core",15
"1204",147,5,"core",13
"1205",1451,11,"core",13
"1206",1095,19,"core",15
"1207",824,28,"core",7
"1208",1653,24,"core",8
"1209",1663,7,"core",13
"1210",1383,17,"core",13
"1211",814,13,"core",12
"1212",120,25,"core",10
"1213",431,9,"core",13
"1214",183,12,"core",13
"1215",884,3,"core",14
"1216",862,5,"core",15
"1217",1161,23,"core",16
"1218",778,5,"core",12
"1219",78,25,"core",7
"1220",108,14,"core",19
"1221",510,17,"core",8
"1222",163,8,"core",17
"1223",1225,12,"core",13
"1224",492,12,"core",13
"1225",634,25,"core",10
"1226",1373,13,"core",13
"1227",1235,27,"core",19
"1228",1223,6,"core",9
"1229",1239,23,"core",16
"1230",1336,21,"core",13
"1231",693,1,"core",16
"1232",999,2,"core",14
"1233",719,7,"core",14
"1234",1635,1,"core",9
"1235",896,24,"core",7
"1236",1134,22,"core",7
"1237",785,27,"core",13
"1238",379,22,"core",13
"1239",176,27,"core",13
"1240",1474,2,"core",14
"1241",416,24,"core",15
"1242",382,25,"core",12
"1243",1229,23,"core",11
"1244",1637,17,"core",15
"1245",290,11,"core",12
"1246",1651,11,"core",13
"1247",136,12,"core",13
"1248",578,23,"core",8
"1249",1110,11,"core",14
"1250",1331,7,"core",8
"1251",1023,15,"core",16
"1252",1007,25,"core",15
"1253",11,24,"core",16
"1254",653,8,"core",12
"1255",1508,25,"core",10
"1256",135,5,"core",10
"1257",976,14,"core",13
"1258",521,19,"core",14
"1259",210,17,"core",17
"1260",1431,6,"core",15
"1261",504,15,"core",15
"1262",554,11,"core",17
"1263",264,13,"core",13
"1264",831,13,"core",11
"1265",1237,12,"core",13
"1266",1154,7,"core",15
"1267",1216,21,"core",13
"1268",67,11,"core",8
"1269",1346,8,"core",13
"1270",233,16,"core",12
"1271",1555,9,"core",18
"1272",331,5,"core",15
"1273",1096,2,"core",12
"1274",462,9,"core",18
"1275",1359,16,"core",18
"1276",1004,24,"core",15
"1277",1180,4,"core",14
"1278",1425,23,"core",14
"1279",454,13,"core",18
"1280",1401,27,"core",13
"1281",1138,27,"core",11
"1282",257,2,"core",11
"1283",913,23,"core",17
"1284",706,5,"core",8
"1285",1510,9,"core",14
"1286",1303,27,"core",7
"1287",1247,19,"core",12
"1288",1070,20,"core",10
"1289",970,21,"core",13
"1290",499,19,"core",13
"1291",1524,15,"core",13
"1292",1144,6,"core",15
"1293",824,28,"core",7
"1294",1168,27,"core",17
"1295",661,25,"core",16
"1296",69,2,"core",15
"1297",961,24,"core",8
"1298",515,24,"core",13
"1299",1345,16,"core",16
"1300",1358,13,"core",13
"1301",1523,14,"core",17
"1302",526,12,"core",13
"1303",1049,13,"core",13
"1304",628,19,"core",10
"1305",177,17,"core",13
"1306",1327,27,"core",10
"1307",70,13,"core",11
"1308",888,16,"core",7
"1309",1256,2,"core",15
"1310",455,11,"core",8
"1311",407,19,"core",17
"1312",714,16,"core",13
"1313",829,24,"core",16
"1314",279,5,"core",16
"1315",1590,2,"core",13
"1316",332,2,"core",15
"1317",503,27,"core",13
"1318",649,24,"core",13
"1319",1584,19,"core",16
"1320",1486,19,"core",9
"1321",9,23,"core",9
"1322",740,14,"core",16
"1323",1389,25,"core",15
"1324",897,9,"core",18
"1325",564,2,"core",15
"1326",383,21,"core",11
"1327",53,11,"core",17
"1328",988,15,"core",13
"1329",1348,14,"core",14
"1330",1539,6,"core",15
"1331",1587,23,"core",13
"1332",230,21,"core",13
"1333",895,3,"core",15
"1334",1548,16,"core",13
"1335",641,8,"core",11
"1336",1196,13,"core",20
"1337",1593,24,"core",11
"1338",1157,27,"core",11
"1339",1546,19,"core",13
"1340",996,12,"core",17
"1341",129,24,"core",13
"1342",612,24,"core",16
"1343",1243,27,"core",8
"1344",44,27,"core",9
"1345",1308,3,"core",13
"1346",385,1,"core",15
"1347",180,21,"core",13
"1348",1403,11,"core",13
"1349",501,9,"core",8
"1350",547,25,"core",13
"1351",960,11,"core",16
"1352",1453,2,"core",18
"1353",753,21,"core",15
"1354",1109,23,"core",18
"1355",1466,27,"core",13
"1356",1108,25,"core",9
"1357",204,23,"core",17
"1358",35,2,"core",18
"1359",1254,3,"core",16
"1360",55,13,"core",15
"1361",845,5,"core",10
"1362",1296,1,"core",13
"1363",1603,14,"core",7
"1364",1044,1,"core",12
"1365",835,27,"core",12
"1366",32,24,"core",20
"1367",1501,9,"core",14
"1368",1265,25,"core",8
"1369",781,11,"core",17
"1370",1341,23,"core",15
"1371",1115,2,"core",13
"1372",766,25,"core",13
"1373",1250,14,"core",13
"1374",721,11,"core",11
"1375",1230,11,"core",13
"1376",589,9,"core",13
"1377",838,21,"core",15
"1378",1364,11,"core",13
"1379",29,2,"core",10
"1380",1301,5,"core",15
"1381",369,15,"core",14
"1382",533,24,"core",12
"1383",1252,24,"core",10
"1384",1622,12,"core",15
"1385",648,24,"core",13
"1386",935,11,"core",17
"1387",574,20,"core",15
"1388",435,11,"core",12
"1389",1103,25,"core",8
"1390",1145,7,"core",17
"1391",1339,23,"core",12
"1392",1293,11,"core",10
"1393",701,2,"core",13
"1394",259,13,"core",18
"1395",354,8,"core",10
"1396",1269,22,"core",13
"1397",1399,28,"core",8
"1398",557,15,"core",15
"1399",522,16,"core",14
"1400",1473,19,"core",10
"1401",563,15,"core",16
"1402",969,14,"core",11
"1403",654,14,"core",13
"1404",872,16,"core",10
"1405",1086,25,"core",17
"1406",1617,13,"core",9
"1407",1547,14,"core",11
"1408",743,13,"core",12
"1409",486,11,"core",18
"1410",422,27,"core",13
"1411",920,21,"core",13
"1412",301,22,"core",15
"1413",1253,22,"core",14
"1414",1295,4,"core",19
"1415",185,4,"core",16
"1416",1001,25,"core",17
"1417",680,19,"core",13
"1418",973,23,"core",16
"1419",825,11,"core",13
"1420",1201,27,"core",7
"1421",1130,17,"core",15
"1422",1366,7,"core",18
"1423",1379,15,"core",11
"1424",1097,24,"core",15
"1425",536,21,"core",14
"1426",306,7,"core",13
"1427",1309,24,"core",15
"1428",1455,27,"core",14
"1429",109,19,"core",13
"1430",956,24,"core",13
"1431",540,7,"core",10
"1432",224,23,"core",8
"1433",1610,25,"core",8
"1434",1126,22,"core",11
"1435",1275,11,"core",12
"1436",298,24,"core",15
"1437",308,21,"core",20
"1438",376,25,"core",18
"1439",826,16,"core",13
"1440",1147,19,"core",15
"1441",1018,13,"core",14
"1442",1643,9,"core",16
"1443",728,5,"core",17
"1444",881,2,"core",13
"1445",412,11,"core",13
"1446",1337,21,"core",14
"1447",1648,21,"core",15
"1448",1313,24,"core",14
"1449",1608,27,"core",12
"1450",1079,11,"core",14
"1451",22,2,"core",20
"1452",1163,9,"core",13
"1453",1180,4,"core",14
"1454",736,5,"core",11
"1455",584,17,"core",14
"1456",855,13,"core",19
"1457",1353,14,"core",15
"1458",333,11,"core",12
"1459",1494,24,"core",8
"1460",1090,8,"core",13
"1461",828,5,"core",17
"1462",1362,27,"core",19
"1463",241,23,"core",11
"1464",16,2,"core",8
"1465",1503,7,"core",13
"1466",1151,25,"core",19
"1467",1367,5,"core",9
"1468",1445,24,"core",10
"1469",178,23,"core",16
"1470",285,16,"core",13
"1471",1278,28,"core",15
"1472",1005,3,"core",10
"1473",1007,25,"core",15
"1474",562,12,"core",10
"1475",1204,21,"core",19
"1476",799,24,"core",16
"1477",1577,20,"core",18
"1478",1296,1,"core",13
"1479",752,21,"core",17
"1480",1289,16,"core",7
"1481",229,25,"core",15
"1482",783,12,"core",12
"1483",953,22,"core",17
"1484",1035,11,"core",13
"1485",341,7,"core",13
"1486",755,21,"core",13
"1487",697,18,"core",13
"1488",295,25,"core",7
"1489",791,19,"core",15
"1490",1405,14,"core",14
"1491",19,27,"core",16
"1492",352,4,"core",7
"1493",1098,1,"core",13
"1494",166,12,"core",7
"1495",450,7,"core",15
"1496",342,2,"core",19
"1497",1433,19,"core",18
"1498",625,3,"core",18
"1499",552,24,"core",13
"1500",15,23,"core",13
"1501",1411,4,"core",15
"1502",605,1,"core",13
"1503",1185,27,"core",17
"1504",1570,12,"core",20
"1505",569,17,"core",16
"1506",908,25,"core",13
"1507",1324,13,"core",15
"1508",1524,15,"core",13
"1509",1006,19,"core",13
"1510",428,16,"core",13
"1511",174,5,"core",10
"1512",1084,27,"core",13
"1513",248,11,"core",11
"1514",1276,7,"core",13
"1515",995,8,"core",9
"1516",1658,16,"core",13
"1517",347,13,"core",9
"1518",1471,23,"core",13
"1519",1065,24,"core",13
"1520",619,20,"core",12
"1521",330,17,"core",10
"1522",375,12,"core",8
"1523",1378,22,"core",13
"1524",1370,17,"core",19
"1525",1654,27,"core",13
"1526",321,14,"core",13
"1527",464,15,"core",20
"1528",43,16,"core",14
"1529",164,8,"core",12
"1530",23,28,"core",14
"1531",404,14,"core",17
"1532",158,8,"core",10
"1533",227,16,"core",13
"1534",36,5,"core",9
"1535",377,11,"core",13
"1536",1502,21,"core",14
"1537",688,14,"core",13
"1538",1396,26,"core",13
"1539",1534,11,"core",12
"1540",630,15,"core",20
"1541",172,13,"core",16
"1542",1314,5,"core",15
"1543",671,2,"core",17
"1544",534,27,"core",19
"1545",570,24,"core",8
"1546",543,13,"core",18
"1547",477,21,"core",10
"1548",1101,5,"core",14
"1549",992,2,"core",17
"1550",903,3,"core",14
"1551",1496,14,"core",12
"1552",1142,24,"core",14
"1553",259,13,"core",18
"1554",1352,26,"core",17
"1555",1229,23,"core",11
"1556",71,23,"core",14
"1557",1545,14,"core",13
"1558",397,28,"core",19
"1559",632,21,"core",14
"1560",1621,25,"core",13
"1561",695,2,"core",17
"1562",327,23,"core",13
"1563",1251,7,"core",14
"1564",1029,6,"core",14
"1565",659,12,"core",19
"1566",690,11,"core",14
"1567",546,12,"core",16
"1568",986,6,"core",8
"1569",836,2,"core",12
"1570",280,28,"core",13
"1571",251,12,"core",13
"1572",702,11,"core",13
"1573",1277,24,"core",13
"1574",854,24,"core",16
"1575",813,23,"core",16
"1576",1319,12,"core",14
"1577",1019,19,"core",16
"1578",827,1,"core",11
"1579",733,21,"core",15
"1580",946,19,"core",15
"1581",195,25,"core",13
"1582",602,21,"core",14
"1583",945,24,"core",7
"1584",232,26,"core",14
"1585",1305,27,"core",10
"1586",138,14,"core",19
"1587",1078,5,"core",20
"1588",1498,25,"core",14
"1589",315,24,"core",18
"1590",498,8,"core",8
"1591",810,5,"core",15
"1592",898,13,"core",15
"1593",1412,24,"core",10
"1594",1258,21,"core",18
"1595",677,14,"core",16
"1596",856,9,"core",15
"1597",588,21,"core",8
"1598",722,13,"core",19
"1599",423,11,"core",9
"1600",794,4,"core",13
"1601",572,19,"core",18
"1602",1453,2,"core",18
"1603",398,12,"core",11
"1604",849,24,"core",17
"1605",167,7,"core",13
"1606",65,18,"core",8
"1607",1469,12,"core",10
"1608",779,19,"core",17
"1609",913,23,"core",13
"1610",1600,25,"core",13
"1611",757,19,"core",13
"1612",821,25,"core",9
"1613",244,2,"core",15
"1614",402,12,"core",15
"1615",1599,2,"core",18
"1616",438,5,"core",11
"1617",453,23,"core",11
"1618",1611,5,"core",15
"1619",1390,17,"core",13
"1620",1361,25,"core",13
"1621",249,2,"core",17
"1622",140,13,"core",15
"1623",209,4,"core",14
"1624",599,24,"core",13
"1625",923,12,"core",15
"1626",1509,11,"core",12
"1627",1099,4,"core",12
"1628",1282,25,"core",15
"1629",1146,1,"core",17
"1630",1268,1,"core",9
"1631",1441,12,"core",13
"1632",1082,11,"core",7
"1633",1368,8,"core",8
"1634",994,27,"core",9
"1635",1355,21,"core",10
"1636",124,15,"core",13
"1637",814,13,"core",12
"1638",26,14,"core",12
"1639",311,1,"core",14
"1640",1330,17,"core",7
"1641",670,14,"core",13
"1642",457,7,"core",7
"1643",433,7,"core",13
"1644",1224,15,"core",14
"1645",1208,8,"core",13
"1646",213,19,"core",17
"1647",1423,14,"core",19
"1648",621,15,"core",10
"1649",1588,12,"core",12
"1650",683,22,"core",15
"1651",775,25,"core",9
"1652",784,11,"core",12
"1653",1274,2,"core",11
"1654",618,8,"core",13
"1655",1487,14,"core",18
"1656",528,8,"core",13
"1657",832,27,"core",20
"1658",1009,3,"core",17
"1659",220,25,"core",10
"1660",190,27,"core",13
"1661",1178,8,"core",14
"1662",1531,5,"core",20
"1663",1087,17,"core",12
"1664",343,8,"core",16
"1665",1222,17,"core",10
"1666",963,5,"core",15
"1667",51,16,"core",7
"1668",1286,23,"core",12
"1669",1149,11,"core",15
"1670",1604,12,"core",9
"1671",626,3,"core",18
"1672",1194,27,"core",18
"1673",323,6,"core",17
"1674",451,22,"core",13
"1675",506,3,"core",13
"1676",1125,23,"core",11
"1677",434,8,"core",16
"1678",1440,22,"core",15
"1679",97,11,"core",13
"1680",490,13,"core",15
"1681",990,14,"core",17
"1682",962,25,"core",8
"1683",684,24,"core",16
"1684",598,8,"core",19
"1685",351,8,"core",18
"1686",344,19,"core",7
"1687",1632,15,"core",13
"1688",410,24,"core",13
"1689",904,25,"core",7
"1690",1050,19,"core",16
"1691",993,4,"core",13
"1692",1516,21,"core",14
"1693",530,23,"core",8
"1694",874,25,"core",12
"1695",1123,4,"core",13
"1696",638,18,"core",8
"1697",1575,11,"core",17
"1698",1244,15,"core",9
"1699",558,5,"core",9
"1700",595,23,"core",12
"1701",336,12,"core",10
"1702",803,4,"core",15
"1703",1518,17,"core",11
"1704",348,23,"core",13
"1705",365,21,"core",9
"1706",200,19,"core",10
"1707",759,23,"core",15
"1708",1618,11,"core",13
"1709",914,11,"core",10
"1710",317,14,"core",8
"1711",1426,1,"core",19
"1712",1136,11,"core",16
"1713",1037,24,"core",14
"1714",1199,21,"core",7
"1715",1532,5,"core",16
"1716",911,11,"core",13
"1717",475,21,"core",18
"1718",824,28,"core",7
"1719",1512,1,"core",16
"1720",488,5,"core",12
"1721",987,6,"core",18
"1722",85,19,"core",15
"1723",358,12,"core",14
"1724",546,12,"core",16
"1725",436,15,"core",14
"1726",1335,2,"core",15
"1727",816,5,"core",11
"1728",627,16,"core",13
"1729",490,13,"core",15
"1730",1027,27,"core",15
"1731",228,11,"core",13
"1732",916,16,"core",13
"1733",1038,19,"core",15
"1734",5,26,"core",18
"1735",240,28,"core",16
"1736",489,15,"core",15
"1737",239,11,"core",8
"1738",366,27,"core",12
"1739",37,25,"core",18
"1740",1541,15,"core",16
"1741",1088,19,"core",13
"1742",60,27,"core",9
"1743",1380,17,"core",16
"1744",901,23,"core",13
"1745",443,16,"core",14
"1746",843,14,"core",14
"1747",445,25,"core",14
"1748",674,15,"core",10
"1749",1287,8,"core",15
"1750",1028,24,"core",17
"1751",127,13,"core",15
"1752",1251,7,"core",14
"1753",979,16,"core",13
"1754",1568,5,"core",13
"1755",1393,22,"core",19
"1756",1628,25,"core",11
"1757",583,8,"core",10
"1758",1517,23,"core",15
"1759",300,28,"core",18
"1760",1363,12,"core",18
"1761",1526,19,"core",14
"1762",406,8,"core",13
"1763",437,24,"core",13
"1764",1636,2,"core",13
"1765",45,24,"core",10
"1766",276,2,"core",15
"1767",583,8,"core",10
"1768",231,15,"core",13
"1769",1369,15,"core",19
"1770",878,18,"core",12
"1771",196,11,"core",16
"1772",1312,25,"core",13
"1773",724,15,"core",11
"1774",786,25,"core",16
"1775",165,28,"core",13
"1776",524,21,"core",13
"1777",155,15,"core",12
"1778",885,15,"core",15
"1779",966,22,"core",12
"1780",804,8,"core",15
"1781",532,12,"core",16
"1782",525,5,"core",12
"1783",859,23,"core",19
"1784",900,11,"core",11
"1785",1311,21,"core",10
"1786",1039,16,"core",9
"1787",1621,25,"core",13
"1788",328,15,"core",14
"1789",613,13,"core",13
"1790",1550,17,"core",16
"1791",1129,23,"core",13
"1792",1613,4,"core",13
"1793",1408,4,"core",7
"1794",589,9,"core",13
"1795",907,3,"core",13
"1796",1595,16,"core",13
"1797",1639,27,"core",19
"1798",696,24,"core",17
"1799",466,25,"core",8
"1800",283,12,"core",19
"1801",237,1,"core",13
"1802",502,23,"core",17
"1803",991,14,"core",18
"1804",925,3,"core",16
"1805",1300,8,"core",8
"1806",96,17,"core",9
"1807",133,15,"core",14
"1808",704,5,"core",14
"1809",405,25,"core",13
"1810",1460,9,"core",17
"1811",1420,24,"core",15
"1812",1536,11,"core",13
"1813",128,19,"core",12
"1814",548,6,"core",17
"1815",250,11,"core",15
"1816",787,27,"core",10
"1817",676,23,"core",13
"1818",1291,15,"core",14
"1819",1234,8,"core",10
"1820",1580,27,"core",13
"1821",111,28,"core",15
"1822",665,19,"core",15
"1823",123,5,"core",11
"1824",1064,23,"core",15
"1825",72,22,"core",14
"1826",104,4,"core",10
"1827",260,22,"core",9
"1828",1164,12,"core",8
"1829",1094,2,"core",12
"1830",1543,7,"core",16
"1831",1418,11,"core",12
"1832",91,24,"core",14
"1833",1413,8,"core",13
"1834",1221,25,"core",11
"1835",252,21,"core",14
"1836",545,7,"core",16
"1837",131,25,"core",16
"1838",678,17,"core",19
"1839",40,7,"core",15
"1840",514,11,"core",18
"1841",1569,27,"core",9
"1842",952,11,"core",16
"1843",130,24,"core",18
"1844",1414,14,"core",14
"1845",1060,21,"core",19
"1846",1399,28,"core",8
"1847",1187,14,"core",14
"1848",500,25,"core",15
"1849",1107,7,"core",10
"1850",1529,24,"core",16
"1851",27,5,"core",14
"1852",655,2,"core",13
"1853",1297,13,"core",13
"1854",950,4,"core",18
"1855",1074,11,"core",13
"1856",312,8,"core",12
"1857",807,22,"core",18
"1858",505,14,"core",12
"1859",910,24,"core",9
"1860",1564,1,"core",14
"1861",1427,3,"core",13
"1862",1281,28,"core",11
"1863",478,11,"core",13
"1864",344,19,"core",7
"1865",287,5,"core",13
"1866",1273,27,"core",15
"1867",789,12,"core",15
"1868",1217,5,"core",13
"1869",1565,5,"core",8
"1870",847,8,"core",13
"1871",568,3,"core",16
"1872",1283,13,"core",17
"1873",1267,24,"core",9
"1874",1607,25,"core",13
"1875",1500,23,"core",8
"1876",418,15,"core",12
"1877",656,22,"core",13
"1878",408,24,"core",11
"1879",960,11,"core",16
"1880",708,27,"core",13
"1881",997,5,"core",9
"1882",1457,27,"core",13
"1883",448,14,"core",18
"1884",92,28,"core",13
"1885",513,16,"core",16
"1886",581,4,"core",15
"1887",110,22,"core",15
"1888",1118,14,"core",14
"1889",357,11,"core",14
"1890",265,2,"core",9
"1891",746,25,"core",11
"1892",153,11,"core",13
"1893",1081,24,"core",9
"1894",681,1,"core",13
"1895",253,12,"core",13
"1896",818,7,"core",13
"1897",364,11,"core",10
"1898",254,23,"core",14
"1899",460,15,"core",15
"1900",1615,28,"core",7
"1901",392,20,"core",11
"1902",1513,13,"core",17
"1903",107,25,"core",13
"1904",1311,21,"core",10
"1905",1054,14,"core",17
"1906",1143,8,"core",20
"1907",518,5,"core",15
"1908",378,12,"core",13
"1909",1321,24,"core",15
"1910",83,7,"core",15
"1911",27,5,"core",14
"1912",458,2,"core",15
"1913",882,2,"core",10
"1914",1659,17,"core",13
"1915",394,21,"core",7
"1916",1002,5,"core",12
"1917",491,23,"core",14
"1918",226,24,"core",14
"1919",782,3,"core",12
"1920",603,13,"core",10
"1921",113,5,"core",14
"1922",772,18,"core",10
"1923",426,16,"core",15
"1924",1304,9,"core",17
"1925",1195,15,"core",12
"1926",1656,16,"core",19
"1927",1080,16,"core",16
"1928",179,5,"core",9
"1929",1567,1,"core",15
"1930",546,12,"core",16
"1931",1524,15,"core",13
"1932",519,1,"core",15
"1933",865,27,"core",13
"1934",11,24,"core",16
"1935",1043,2,"core",16
"1936",268,2,"core",14
"1937",310,7,"core",13
"1938",1073,20,"core",15
"1939",261,11,"core",16
"1940",1470,17,"core",15
"1941",291,27,"core",13
"1942",50,2,"core",17
"1943",894,3,"core",14
"1944",1519,27,"core",10
"1945",20,16,"core",8
"1946",64,27,"core",18
"1947",1439,4,"core",11
"1948",1182,14,"core",15
"1949",87,14,"core",11
"1950",967,3,"core",14
"1951",169,28,"core",19
"1952",1117,21,"core",15
"1953",337,19,"core",19
"1954",1644,28,"core",12
"1955",1184,25,"core",11
"1956",552,24,"core",13
"1957",1166,24,"core",9
"1958",318,4,"core",16
"1959",1033,2,"core",13
"1960",164,8,"core",12
"1961",1429,11,"core",16
"1962",143,4,"core",15
"1963",802,15,"core",13
"1964",166,12,"core",7
"1965",477,21,"core",10
"1966",288,16,"core",15
"1967",1520,21,"core",7
"1968",842,1,"core",9
"1969",275,11,"core",13
"1970",1463,17,"core",8
"1971",1377,24,"core",9
"1972",611,14,"core",15
"1973",56,2,"core",13
"1974",82,16,"core",8
"1975",1137,19,"core",13
"1976",1488,5,"core",14
"1977",1360,24,"core",13
"1978",1573,27,"core",14
"1979",1349,3,"core",15
"1980",449,8,"core",8
"1981",553,11,"core",18
"1982",2,24,"core",14
"1983",899,2,"core",19
"1984",594,17,"core",15
"1985",1203,19,"core",10
"1986",897,9,"core",18
"1987",1031,11,"core",14
"1988",942,4,"core",18
"1989",1270,8,"core",13
"1990",175,5,"core",13
"1991",889,12,"core",11
"1992",181,11,"core",8
"1993",750,19,"core",15
"1994",805,24,"core",13
"1995",617,3,"core",16
"1996",439,21,"core",13
"1997",880,21,"core",15
"1998",273,20,"core",9
"1999",948,22,"core",18
"2000",597,21,"core",8
